38.80%	45.41%	61.20%	51.31%	131.70ms
52.16%	25.84%	47.84%	32.92%	88.10ms
38.79%	45.45%	61.21%	51.36%	186.00ms
38.84%	45.27%	61.16%	51.22%	342.20ms
48.31%	32.14%	51.69%	38.36%	137.40ms
38.78%	45.48%	61.22%	51.32%	1682.20ms
50.76%	28.03%	49.24%	35.29%	12656.30ms
39.37%	43.70%	60.63%	50.38%	345813.00ms
