Decision Tree & 17.44 & 80.69 & 82.56 & 81.13 & 592.10 \\
Decision Stump & 50.32 & 25.42 & 49.68 & 33.40 & 68.60 \\
Decision List & 17.51 & 80.89 & 82.49 & 81.34 & 2296.10 \\
Decision Table & 21.71 & 76.06 & 78.29 & 76.29 & 1266.40 \\
Naive Bayes & 36.92 & 59.42 & 63.08 & 59.42 & 298.60 \\
Random Forrest & 15.91 & 82.97 & 84.09 & 83.29 & 6729.80 \\
Support Vector Machine & 40.88 & 40.82 & 59.12 & 47.15 & 13239.10 \\
Multilayer Perceptron & 24.52 & 72.77 & 75.48 & 72.90 & 414363.00 \\
