Decision Tree & 28.52 & 64.33 & 71.48 & 66.86 & 355.30 \\
Decision Stump & 51.23 & 24.67 & 48.77 & 32.63 & 72.20 \\
Decision List & 28.71 & 65.05 & 71.29 & 67.07 & 1069.00 \\
Decision Table & 30.74 & 62.27 & 69.26 & 64.22 & 600.90 \\
Naive Bayes & 44.37 & 44.85 & 55.63 & 48.43 & 218.20 \\
Random Forrest & 29.31 & 65.18 & 70.69 & 67.00 & 5392.00 \\
Support Vector Machine & 49.48 & 27.96 & 50.52 & 35.58 & 12881.50 \\
Multilayer Perceptron & 32.29 & 57.09 & 67.71 & 61.08 & 436016.00 \\
