Configuration	ErrorRate	Precision	Recall	F-Measure
{ConfidenceFactor=0.4, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	10.99%	88.70%	89.01%	88.76%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=0, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.00%	88.71%	89.00%	88.76%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=0, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.00%	88.71%	89.00%	88.76%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=0, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.00%	88.71%	89.00%	88.76%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=0, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.00%	88.71%	89.00%	88.76%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=0, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.01%	88.74%	88.99%	88.76%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=0, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.01%	88.74%	88.99%	88.76%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.01%	88.73%	88.99%	88.76%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.01%	88.73%	88.99%	88.76%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	11.06%	88.74%	88.94%	88.74%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	11.06%	88.74%	88.94%	88.74%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	11.06%	88.74%	88.94%	88.74%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	11.06%	88.74%	88.94%	88.74%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=0, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	11.12%	88.68%	88.88%	88.68%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=0, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	11.12%	88.68%	88.88%	88.68%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=0, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	11.12%	88.68%	88.88%	88.67%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=0, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	11.12%	88.68%	88.88%	88.67%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	11.17%	88.62%	88.83%	88.64%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=0, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.22%	88.48%	88.78%	88.53%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=0, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.22%	88.48%	88.78%	88.53%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=0, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.22%	88.48%	88.78%	88.53%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=0, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.22%	88.48%	88.78%	88.53%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.25%	88.45%	88.75%	88.49%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.25%	88.45%	88.75%	88.49%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.26%	88.45%	88.74%	88.49%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.26%	88.45%	88.74%	88.49%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	11.31%	88.37%	88.69%	88.42%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=1, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	11.31%	88.37%	88.69%	88.42%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	11.31%	88.37%	88.69%	88.42%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	11.31%	88.37%	88.69%	88.42%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=0, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	11.41%	88.31%	88.59%	88.33%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=0, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	11.41%	88.31%	88.59%	88.33%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=0, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	11.41%	88.31%	88.59%	88.33%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=0, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	11.41%	88.31%	88.59%	88.33%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.64%	87.85%	88.36%	87.97%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.64%	87.85%	88.36%	87.97%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.64%	87.85%	88.36%	87.97%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.64%	87.85%	88.36%	87.97%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.67%	87.80%	88.33%	87.93%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.67%	87.80%	88.33%	87.93%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.67%	87.80%	88.33%	87.93%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.67%	87.80%	88.33%	87.93%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	11.73%	87.79%	88.27%	87.89%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	11.73%	87.79%	88.27%	87.89%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	11.73%	87.79%	88.27%	87.89%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	11.73%	87.79%	88.27%	87.89%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.75%	87.73%	88.25%	87.85%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.75%	87.73%	88.25%	87.85%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.75%	87.73%	88.25%	87.85%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	11.75%	87.73%	88.25%	87.85%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	11.88%	87.83%	88.12%	87.85%
