Configuration	ErrorRate	Precision	Recall	F-Measure
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.70%	85.29%	86.30%	85.61%
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.70%	85.29%	86.30%	85.61%
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.70%	85.29%	86.30%	85.61%
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.70%	85.29%	86.30%	85.61%
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.70%	85.29%	86.30%	85.61%
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.70%	85.29%	86.30%	85.61%
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.70%	85.29%	86.30%	85.61%
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.70%	85.29%	86.30%	85.61%
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.70%	85.29%	86.30%	85.61%
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.70%	85.29%	86.30%	85.61%
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.70%	85.29%	86.30%	85.61%
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.70%	85.29%	86.30%	85.61%
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.70%	85.29%	86.30%	85.61%
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.70%	85.29%	86.30%	85.61%
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.67%	85.18%	86.33%	85.54%
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.67%	85.18%	86.33%	85.54%
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.72%	85.24%	86.28%	85.54%
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.72%	85.24%	86.28%	85.54%
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.72%	85.24%	86.28%	85.54%
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.72%	85.24%	86.28%	85.54%
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.72%	85.24%	86.28%	85.54%
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.72%	85.24%	86.28%	85.54%
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.72%	85.24%	86.28%	85.54%
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.72%	85.24%	86.28%	85.54%
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.72%	85.24%	86.28%	85.54%
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.72%	85.24%	86.28%	85.54%
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.72%	85.24%	86.28%	85.54%
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.72%	85.24%	86.28%	85.54%
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.72%	85.24%	86.28%	85.54%
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.72%	85.24%	86.28%	85.54%
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.72%	85.24%	86.28%	85.54%
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.72%	85.24%	86.28%	85.54%
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.68%	85.19%	86.32%	85.53%
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.68%	85.19%	86.32%	85.53%
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	13.73%	85.18%	86.27%	85.53%
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	13.73%	85.18%	86.27%	85.53%
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	13.73%	85.17%	86.27%	85.52%
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	13.73%	85.17%	86.27%	85.52%
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.68%	85.16%	86.32%	85.51%
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.68%	85.16%	86.32%	85.51%
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.71%	85.19%	86.29%	85.51%
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.71%	85.19%	86.29%	85.51%
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.66%	85.12%	86.34%	85.49%
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.66%	85.12%	86.34%	85.49%
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.69%	85.18%	86.31%	85.49%
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.69%	85.18%	86.31%	85.49%
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.74%	85.13%	86.26%	85.48%
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.74%	85.13%	86.26%	85.48%
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	13.75%	85.13%	86.25%	85.47%
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	13.75%	85.13%	86.25%	85.47%
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	13.79%	85.13%	86.21%	85.47%
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	13.79%	85.13%	86.21%	85.47%
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	13.71%	85.10%	86.29%	85.46%
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	13.71%	85.10%	86.29%	85.46%
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	13.77%	85.12%	86.23%	85.45%
{ConfidenceFactor=0.2, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	13.77%	85.12%	86.23%	85.45%
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	13.82%	85.09%	86.18%	85.44%
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	13.82%	85.09%	86.18%	85.44%
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.72%	85.10%	86.28%	85.43%
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.72%	85.10%	86.28%	85.43%
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	13.75%	85.06%	86.25%	85.42%
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	13.75%	85.06%	86.25%	85.42%
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.87%	85.04%	86.13%	85.32%
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.87%	85.04%	86.13%	85.32%
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.87%	85.04%	86.13%	85.32%
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.87%	85.04%	86.13%	85.32%
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.87%	85.04%	86.13%	85.32%
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.87%	85.04%	86.13%	85.32%
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.87%	85.04%	86.13%	85.32%
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.87%	85.04%	86.13%	85.32%
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.87%	85.04%	86.13%	85.32%
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.87%	85.04%	86.13%	85.32%
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.87%	85.04%	86.13%	85.32%
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.87%	85.04%	86.13%	85.32%
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.87%	85.04%	86.13%	85.32%
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.87%	85.04%	86.13%	85.32%
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.87%	85.04%	86.13%	85.32%
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.87%	85.04%	86.13%	85.32%
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.86%	84.96%	86.14%	85.29%
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.86%	84.96%	86.14%	85.29%
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.87%	84.99%	86.13%	85.29%
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.87%	84.99%	86.13%	85.29%
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.95%	85.01%	86.05%	85.29%
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.95%	85.01%	86.05%	85.29%
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.95%	85.01%	86.05%	85.29%
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.95%	85.01%	86.05%	85.29%
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.95%	85.01%	86.05%	85.29%
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.95%	85.01%	86.05%	85.29%
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.95%	85.01%	86.05%	85.29%
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.95%	85.01%	86.05%	85.29%
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.95%	85.01%	86.05%	85.29%
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.95%	85.01%	86.05%	85.29%
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.95%	85.01%	86.05%	85.29%
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.95%	85.01%	86.05%	85.29%
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.95%	85.01%	86.05%	85.29%
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.95%	85.01%	86.05%	85.29%
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.95%	85.01%	86.05%	85.29%
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.95%	85.01%	86.05%	85.29%
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.92%	84.94%	86.08%	85.24%
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.92%	84.94%	86.08%	85.24%
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	13.97%	84.89%	86.03%	85.22%
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	13.97%	84.89%	86.03%	85.22%
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.93%	84.93%	86.07%	85.21%
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.93%	84.93%	86.07%	85.21%
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	13.97%	84.86%	86.03%	85.21%
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	13.97%	84.86%	86.03%	85.21%
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.96%	84.85%	86.04%	85.20%
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.96%	84.85%	86.04%	85.20%
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.94%	84.87%	86.06%	85.19%
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.94%	84.87%	86.06%	85.19%
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	13.99%	84.83%	86.01%	85.17%
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	13.99%	84.83%	86.01%	85.17%
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.93%	84.77%	86.07%	85.16%
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.93%	84.77%	86.07%	85.16%
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	14.02%	84.83%	85.98%	85.16%
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	14.02%	84.83%	85.98%	85.16%
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	13.96%	84.75%	86.04%	85.14%
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	13.96%	84.75%	86.04%	85.14%
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	13.99%	84.76%	86.01%	85.12%
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	13.99%	84.76%	86.01%	85.12%
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	14.02%	84.75%	85.98%	85.12%
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	14.02%	84.75%	85.98%	85.12%
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.99%	84.74%	86.01%	85.10%
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.99%	84.74%	86.01%	85.10%
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	14.09%	84.73%	85.91%	85.09%
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	14.09%	84.73%	85.91%	85.09%
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	14.23%	84.48%	85.77%	84.85%
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	14.23%	84.48%	85.77%	84.85%
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	14.23%	84.48%	85.77%	84.85%
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	14.23%	84.48%	85.77%	84.85%
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	14.23%	84.48%	85.77%	84.85%
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	14.23%	84.48%	85.77%	84.85%
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	14.23%	84.48%	85.77%	84.85%
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	14.23%	84.48%	85.77%	84.85%
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	14.23%	84.48%	85.77%	84.85%
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	14.23%	84.48%	85.77%	84.85%
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	14.23%	84.48%	85.77%	84.85%
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	14.23%	84.48%	85.77%	84.85%
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	14.23%	84.48%	85.77%	84.85%
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	14.23%	84.48%	85.77%	84.85%
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	14.23%	84.48%	85.77%	84.85%
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	14.23%	84.48%	85.77%	84.85%
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	14.25%	84.39%	85.75%	84.80%
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	14.25%	84.39%	85.75%	84.80%
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	14.25%	84.37%	85.75%	84.79%
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	14.25%	84.37%	85.75%	84.79%
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	14.33%	84.43%	85.67%	84.79%
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	14.33%	84.43%	85.67%	84.79%
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	14.33%	84.43%	85.67%	84.79%
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	14.33%	84.43%	85.67%	84.79%
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	14.33%	84.43%	85.67%	84.79%
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	14.33%	84.43%	85.67%	84.79%
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	14.33%	84.43%	85.67%	84.79%
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	14.33%	84.43%	85.67%	84.79%
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	14.33%	84.43%	85.67%	84.79%
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	14.33%	84.43%	85.67%	84.79%
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	14.33%	84.43%	85.67%	84.79%
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	14.33%	84.43%	85.67%	84.79%
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	14.33%	84.43%	85.67%	84.79%
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	14.33%	84.43%	85.67%	84.79%
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	14.33%	84.43%	85.67%	84.79%
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	14.33%	84.43%	85.67%	84.79%
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	14.31%	84.31%	85.69%	84.72%
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	14.31%	84.31%	85.69%	84.72%
