Configuration	ErrorRate	Precision	Recall	F-Measure
{ConfidenceFactor=0.4, MinNumObj=0, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	10.91%	88.89%	89.09%	88.90%
{ConfidenceFactor=0.4, MinNumObj=0, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	10.91%	88.89%	89.09%	88.90%
{ConfidenceFactor=0.4, MinNumObj=0, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	10.91%	88.89%	89.09%	88.90%
{ConfidenceFactor=0.4, MinNumObj=0, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	10.91%	88.89%	89.09%	88.90%
{ConfidenceFactor=0.3, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	10.83%	88.82%	89.17%	88.89%
{ConfidenceFactor=0.3, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	10.83%	88.82%	89.17%	88.89%
{ConfidenceFactor=0.4, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	10.81%	88.82%	89.19%	88.88%
{ConfidenceFactor=0.4, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	10.81%	88.82%	89.19%	88.88%
{ConfidenceFactor=0.3, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	10.82%	88.82%	89.18%	88.88%
{ConfidenceFactor=0.3, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	10.82%	88.82%	89.18%	88.88%
{ConfidenceFactor=0.3, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	10.83%	88.80%	89.17%	88.88%
{ConfidenceFactor=0.3, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	10.83%	88.80%	89.17%	88.88%
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	10.92%	88.86%	89.08%	88.88%
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	10.92%	88.86%	89.08%	88.88%
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	10.92%	88.86%	89.08%	88.88%
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	10.92%	88.86%	89.08%	88.88%
{ConfidenceFactor=0.2, MinNumObj=1, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	10.92%	88.86%	89.08%	88.88%
{ConfidenceFactor=0.2, MinNumObj=1, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	10.92%	88.86%	89.08%	88.88%
{ConfidenceFactor=0.2, MinNumObj=1, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	10.92%	88.86%	89.08%	88.88%
{ConfidenceFactor=0.2, MinNumObj=1, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	10.92%	88.86%	89.08%	88.88%
{ConfidenceFactor=0.3, MinNumObj=1, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	10.92%	88.86%	89.08%	88.88%
{ConfidenceFactor=0.3, MinNumObj=1, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	10.92%	88.86%	89.08%	88.88%
{ConfidenceFactor=0.3, MinNumObj=1, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	10.92%	88.86%	89.08%	88.88%
{ConfidenceFactor=0.3, MinNumObj=1, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	10.92%	88.86%	89.08%	88.88%
{ConfidenceFactor=0.4, MinNumObj=1, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	10.92%	88.86%	89.08%	88.88%
{ConfidenceFactor=0.4, MinNumObj=1, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	10.92%	88.86%	89.08%	88.88%
{ConfidenceFactor=0.4, MinNumObj=1, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	10.92%	88.86%	89.08%	88.88%
{ConfidenceFactor=0.4, MinNumObj=1, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	10.92%	88.86%	89.08%	88.88%
{ConfidenceFactor=0.3, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	10.83%	88.80%	89.17%	88.87%
{ConfidenceFactor=0.3, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	10.83%	88.80%	89.17%	88.87%
{ConfidenceFactor=0.3, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	10.86%	88.82%	89.14%	88.86%
{ConfidenceFactor=0.3, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	10.86%	88.82%	89.14%	88.86%
{ConfidenceFactor=0.3, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	10.85%	88.81%	89.15%	88.85%
{ConfidenceFactor=0.3, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	10.85%	88.81%	89.15%	88.85%
{ConfidenceFactor=0.3, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	10.89%	88.78%	89.11%	88.83%
{ConfidenceFactor=0.3, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	10.89%	88.78%	89.11%	88.83%
{ConfidenceFactor=0.3, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	10.89%	88.74%	89.11%	88.80%
{ConfidenceFactor=0.3, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	10.89%	88.74%	89.11%	88.80%
{ConfidenceFactor=0.2, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	10.94%	88.68%	89.06%	88.75%
{ConfidenceFactor=0.2, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	10.94%	88.68%	89.06%	88.75%
{ConfidenceFactor=0.2, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	10.93%	88.67%	89.07%	88.74%
{ConfidenceFactor=0.2, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	10.93%	88.67%	89.07%	88.74%
{ConfidenceFactor=0.2, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	10.98%	88.68%	89.02%	88.72%
{ConfidenceFactor=0.2, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	10.98%	88.68%	89.02%	88.72%
{ConfidenceFactor=0.2, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	10.99%	88.63%	89.01%	88.68%
{ConfidenceFactor=0.2, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	10.99%	88.63%	89.01%	88.68%
{ConfidenceFactor=0.2, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	10.99%	88.59%	89.01%	88.67%
{ConfidenceFactor=0.2, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	10.99%	88.59%	89.01%	88.67%
{ConfidenceFactor=0.2, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	11.00%	88.64%	89.00%	88.67%
{ConfidenceFactor=0.2, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	11.00%	88.64%	89.00%	88.67%
{ConfidenceFactor=0.2, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	11.00%	88.62%	89.00%	88.67%
{ConfidenceFactor=0.2, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	11.00%	88.62%	89.00%	88.67%
{ConfidenceFactor=0.2, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	11.04%	88.53%	88.96%	88.60%
{ConfidenceFactor=0.2, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	11.04%	88.53%	88.96%	88.60%
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	11.31%	88.25%	88.69%	88.29%
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	11.31%	88.25%	88.69%	88.29%
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	11.35%	88.26%	88.65%	88.27%
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	11.35%	88.26%	88.65%	88.27%
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	11.35%	88.20%	88.65%	88.26%
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	11.35%	88.20%	88.65%	88.26%
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	11.34%	88.16%	88.66%	88.24%
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	11.34%	88.16%	88.66%	88.24%
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	11.37%	88.17%	88.63%	88.24%
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	11.37%	88.17%	88.63%	88.24%
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	11.38%	88.13%	88.62%	88.21%
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	11.38%	88.13%	88.62%	88.21%
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	11.46%	88.09%	88.54%	88.13%
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	11.46%	88.09%	88.54%	88.13%
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	11.44%	88.04%	88.56%	88.12%
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	11.44%	88.04%	88.56%	88.12%
{ConfidenceFactor=0.1, MinNumObj=2, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	11.62%	87.79%	88.38%	87.94%
{ConfidenceFactor=0.1, MinNumObj=2, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	11.62%	87.79%	88.38%	87.94%
{ConfidenceFactor=0.1, MinNumObj=2, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	11.62%	87.79%	88.38%	87.94%
{ConfidenceFactor=0.1, MinNumObj=2, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	11.62%	87.79%	88.38%	87.94%
{ConfidenceFactor=0.2, MinNumObj=2, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	11.62%	87.79%	88.38%	87.94%
{ConfidenceFactor=0.2, MinNumObj=2, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	11.62%	87.79%	88.38%	87.94%
{ConfidenceFactor=0.2, MinNumObj=2, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	11.62%	87.79%	88.38%	87.94%
{ConfidenceFactor=0.2, MinNumObj=2, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	11.62%	87.79%	88.38%	87.94%
{ConfidenceFactor=0.3, MinNumObj=2, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	11.62%	87.79%	88.38%	87.94%
{ConfidenceFactor=0.3, MinNumObj=2, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	11.62%	87.79%	88.38%	87.94%
{ConfidenceFactor=0.3, MinNumObj=2, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	11.62%	87.79%	88.38%	87.94%
{ConfidenceFactor=0.3, MinNumObj=2, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	11.62%	87.79%	88.38%	87.94%
{ConfidenceFactor=0.4, MinNumObj=2, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	11.62%	87.79%	88.38%	87.94%
{ConfidenceFactor=0.4, MinNumObj=2, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	11.62%	87.79%	88.38%	87.94%
{ConfidenceFactor=0.4, MinNumObj=2, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	11.62%	87.79%	88.38%	87.94%
{ConfidenceFactor=0.4, MinNumObj=2, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	11.62%	87.79%	88.38%	87.94%
{ConfidenceFactor=0.4, MinNumObj=2, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	11.61%	87.77%	88.39%	87.93%
{ConfidenceFactor=0.4, MinNumObj=2, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	11.61%	87.77%	88.39%	87.93%
{ConfidenceFactor=0.4, MinNumObj=2, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	11.61%	87.77%	88.39%	87.93%
{ConfidenceFactor=0.4, MinNumObj=2, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	11.61%	87.77%	88.39%	87.93%
{ConfidenceFactor=0.3, MinNumObj=2, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	11.64%	87.76%	88.36%	87.91%
{ConfidenceFactor=0.3, MinNumObj=2, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	11.64%	87.76%	88.36%	87.91%
{ConfidenceFactor=0.3, MinNumObj=2, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	11.64%	87.77%	88.36%	87.91%
{ConfidenceFactor=0.3, MinNumObj=2, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	11.64%	87.77%	88.36%	87.91%
{ConfidenceFactor=0.4, MinNumObj=2, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	11.67%	87.72%	88.33%	87.86%
{ConfidenceFactor=0.4, MinNumObj=2, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	11.67%	87.72%	88.33%	87.86%
{ConfidenceFactor=0.4, MinNumObj=2, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	11.68%	87.71%	88.32%	87.86%
{ConfidenceFactor=0.4, MinNumObj=2, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	11.68%	87.71%	88.32%	87.86%
{ConfidenceFactor=0.1, MinNumObj=2, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	11.71%	87.72%	88.29%	87.86%
{ConfidenceFactor=0.1, MinNumObj=2, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	11.71%	87.72%	88.29%	87.86%
{ConfidenceFactor=0.1, MinNumObj=2, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	11.71%	87.72%	88.29%	87.86%
{ConfidenceFactor=0.1, MinNumObj=2, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	11.71%	87.72%	88.29%	87.86%
{ConfidenceFactor=0.2, MinNumObj=2, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	11.71%	87.72%	88.29%	87.86%
{ConfidenceFactor=0.2, MinNumObj=2, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	11.71%	87.72%	88.29%	87.86%
{ConfidenceFactor=0.2, MinNumObj=2, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	11.71%	87.72%	88.29%	87.86%
{ConfidenceFactor=0.2, MinNumObj=2, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	11.71%	87.72%	88.29%	87.86%
{ConfidenceFactor=0.3, MinNumObj=2, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	11.71%	87.72%	88.29%	87.86%
{ConfidenceFactor=0.3, MinNumObj=2, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	11.71%	87.72%	88.29%	87.86%
{ConfidenceFactor=0.3, MinNumObj=2, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	11.71%	87.72%	88.29%	87.86%
{ConfidenceFactor=0.3, MinNumObj=2, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	11.71%	87.72%	88.29%	87.86%
{ConfidenceFactor=0.4, MinNumObj=2, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	11.71%	87.72%	88.29%	87.86%
{ConfidenceFactor=0.4, MinNumObj=2, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	11.71%	87.72%	88.29%	87.86%
{ConfidenceFactor=0.4, MinNumObj=2, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	11.71%	87.72%	88.29%	87.86%
{ConfidenceFactor=0.4, MinNumObj=2, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	11.71%	87.72%	88.29%	87.86%
{ConfidenceFactor=0.3, MinNumObj=2, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	11.71%	87.71%	88.29%	87.84%
{ConfidenceFactor=0.3, MinNumObj=2, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	11.71%	87.71%	88.29%	87.84%
{ConfidenceFactor=0.3, MinNumObj=2, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	11.71%	87.70%	88.29%	87.83%
{ConfidenceFactor=0.3, MinNumObj=2, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	11.71%	87.70%	88.29%	87.83%
{ConfidenceFactor=0.2, MinNumObj=2, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	11.84%	87.50%	88.16%	87.65%
{ConfidenceFactor=0.2, MinNumObj=2, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	11.84%	87.50%	88.16%	87.65%
{ConfidenceFactor=0.2, MinNumObj=2, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	11.86%	87.48%	88.14%	87.64%
{ConfidenceFactor=0.2, MinNumObj=2, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	11.86%	87.48%	88.14%	87.64%
{ConfidenceFactor=0.2, MinNumObj=2, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	11.87%	87.50%	88.13%	87.63%
{ConfidenceFactor=0.2, MinNumObj=2, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	11.87%	87.50%	88.13%	87.63%
{ConfidenceFactor=0.2, MinNumObj=2, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	11.89%	87.48%	88.11%	87.61%
{ConfidenceFactor=0.2, MinNumObj=2, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	11.89%	87.48%	88.11%	87.61%
{ConfidenceFactor=0.4, MinNumObj=3, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	11.96%	87.45%	88.04%	87.56%
{ConfidenceFactor=0.4, MinNumObj=3, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	11.96%	87.45%	88.04%	87.56%
{ConfidenceFactor=0.3, MinNumObj=3, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	12.00%	87.45%	88.00%	87.53%
{ConfidenceFactor=0.3, MinNumObj=3, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	12.00%	87.45%	88.00%	87.53%
{ConfidenceFactor=0.4, MinNumObj=3, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	12.04%	87.37%	87.96%	87.48%
{ConfidenceFactor=0.4, MinNumObj=3, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	12.04%	87.37%	87.96%	87.48%
{ConfidenceFactor=0.1, MinNumObj=2, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	11.97%	87.29%	88.03%	87.45%
{ConfidenceFactor=0.1, MinNumObj=2, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	11.97%	87.29%	88.03%	87.45%
{ConfidenceFactor=0.1, MinNumObj=2, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	11.99%	87.31%	88.01%	87.45%
{ConfidenceFactor=0.1, MinNumObj=2, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	11.99%	87.31%	88.01%	87.45%
{ConfidenceFactor=0.3, MinNumObj=3, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	12.08%	87.34%	87.92%	87.44%
{ConfidenceFactor=0.3, MinNumObj=3, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	12.08%	87.34%	87.92%	87.44%
{ConfidenceFactor=0.1, MinNumObj=3, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	12.13%	87.35%	87.87%	87.44%
{ConfidenceFactor=0.1, MinNumObj=3, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	12.13%	87.35%	87.87%	87.44%
{ConfidenceFactor=0.1, MinNumObj=3, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	12.13%	87.35%	87.87%	87.44%
{ConfidenceFactor=0.1, MinNumObj=3, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	12.13%	87.35%	87.87%	87.44%
{ConfidenceFactor=0.2, MinNumObj=3, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	12.13%	87.35%	87.87%	87.44%
{ConfidenceFactor=0.2, MinNumObj=3, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	12.13%	87.35%	87.87%	87.44%
{ConfidenceFactor=0.2, MinNumObj=3, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	12.13%	87.35%	87.87%	87.44%
{ConfidenceFactor=0.2, MinNumObj=3, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	12.13%	87.35%	87.87%	87.44%
{ConfidenceFactor=0.3, MinNumObj=3, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	12.13%	87.35%	87.87%	87.44%
{ConfidenceFactor=0.3, MinNumObj=3, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	12.13%	87.35%	87.87%	87.44%
{ConfidenceFactor=0.3, MinNumObj=3, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	12.13%	87.35%	87.87%	87.44%
{ConfidenceFactor=0.3, MinNumObj=3, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	12.13%	87.35%	87.87%	87.44%
{ConfidenceFactor=0.4, MinNumObj=3, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	12.13%	87.35%	87.87%	87.44%
{ConfidenceFactor=0.4, MinNumObj=3, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	12.13%	87.35%	87.87%	87.44%
{ConfidenceFactor=0.4, MinNumObj=3, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	12.13%	87.35%	87.87%	87.44%
{ConfidenceFactor=0.4, MinNumObj=3, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	12.13%	87.35%	87.87%	87.44%
{ConfidenceFactor=0.1, MinNumObj=2, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	12.01%	87.29%	87.99%	87.43%
{ConfidenceFactor=0.1, MinNumObj=2, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	12.01%	87.29%	87.99%	87.43%
{ConfidenceFactor=0.4, MinNumObj=3, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	12.11%	87.24%	87.89%	87.38%
{ConfidenceFactor=0.4, MinNumObj=3, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	12.11%	87.24%	87.89%	87.38%
{ConfidenceFactor=0.1, MinNumObj=2, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	12.08%	87.24%	87.92%	87.37%
{ConfidenceFactor=0.1, MinNumObj=2, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	12.08%	87.24%	87.92%	87.37%
{ConfidenceFactor=0.3, MinNumObj=3, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	12.12%	87.25%	87.88%	87.37%
{ConfidenceFactor=0.3, MinNumObj=3, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	12.12%	87.25%	87.88%	87.37%
{ConfidenceFactor=0.4, MinNumObj=3, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	12.12%	87.21%	87.88%	87.36%
{ConfidenceFactor=0.4, MinNumObj=3, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	12.12%	87.21%	87.88%	87.36%
