Configuration	ErrorRate	Precision	Recall	F-Measure
{BatchSize=80, MaxDepth=15, NumFeatures=3, NumBaggingIterations=90, BreakTiesRandomly=true}	9.39%	90.07%	90.61%	90.21%
{BatchSize=90, MaxDepth=15, NumFeatures=3, NumBaggingIterations=90, BreakTiesRandomly=true}	9.39%	90.07%	90.61%	90.21%
{BatchSize=100, MaxDepth=15, NumFeatures=3, NumBaggingIterations=90, BreakTiesRandomly=true}	9.39%	90.07%	90.61%	90.21%
{BatchSize=110, MaxDepth=15, NumFeatures=3, NumBaggingIterations=90, BreakTiesRandomly=true}	9.39%	90.07%	90.61%	90.21%
{BatchSize=120, MaxDepth=15, NumFeatures=3, NumBaggingIterations=90, BreakTiesRandomly=true}	9.39%	90.07%	90.61%	90.21%
{BatchSize=80, MaxDepth=15, NumFeatures=3, NumBaggingIterations=80, BreakTiesRandomly=true}	9.39%	90.06%	90.61%	90.21%
{BatchSize=90, MaxDepth=15, NumFeatures=3, NumBaggingIterations=80, BreakTiesRandomly=true}	9.39%	90.06%	90.61%	90.21%
{BatchSize=100, MaxDepth=15, NumFeatures=3, NumBaggingIterations=80, BreakTiesRandomly=true}	9.39%	90.06%	90.61%	90.21%
{BatchSize=110, MaxDepth=15, NumFeatures=3, NumBaggingIterations=80, BreakTiesRandomly=true}	9.39%	90.06%	90.61%	90.21%
{BatchSize=120, MaxDepth=15, NumFeatures=3, NumBaggingIterations=80, BreakTiesRandomly=true}	9.39%	90.06%	90.61%	90.21%
{BatchSize=80, MaxDepth=15, NumFeatures=3, NumBaggingIterations=110, BreakTiesRandomly=true}	9.40%	90.05%	90.60%	90.20%
{BatchSize=90, MaxDepth=15, NumFeatures=3, NumBaggingIterations=110, BreakTiesRandomly=true}	9.40%	90.05%	90.60%	90.20%
{BatchSize=100, MaxDepth=15, NumFeatures=3, NumBaggingIterations=110, BreakTiesRandomly=true}	9.40%	90.05%	90.60%	90.20%
{BatchSize=110, MaxDepth=15, NumFeatures=3, NumBaggingIterations=110, BreakTiesRandomly=true}	9.40%	90.05%	90.60%	90.20%
{BatchSize=120, MaxDepth=15, NumFeatures=3, NumBaggingIterations=110, BreakTiesRandomly=true}	9.40%	90.05%	90.60%	90.20%
{BatchSize=80, MaxDepth=15, NumFeatures=4, NumBaggingIterations=80, BreakTiesRandomly=false}	9.41%	90.09%	90.59%	90.22%
{BatchSize=90, MaxDepth=15, NumFeatures=4, NumBaggingIterations=80, BreakTiesRandomly=false}	9.41%	90.09%	90.59%	90.22%
{BatchSize=100, MaxDepth=15, NumFeatures=4, NumBaggingIterations=80, BreakTiesRandomly=false}	9.41%	90.09%	90.59%	90.22%
{BatchSize=110, MaxDepth=15, NumFeatures=4, NumBaggingIterations=80, BreakTiesRandomly=false}	9.41%	90.09%	90.59%	90.22%
{BatchSize=120, MaxDepth=15, NumFeatures=4, NumBaggingIterations=80, BreakTiesRandomly=false}	9.41%	90.09%	90.59%	90.22%
{BatchSize=80, MaxDepth=15, NumFeatures=4, NumBaggingIterations=90, BreakTiesRandomly=true}	9.41%	90.07%	90.59%	90.21%
{BatchSize=90, MaxDepth=15, NumFeatures=4, NumBaggingIterations=90, BreakTiesRandomly=true}	9.41%	90.07%	90.59%	90.21%
{BatchSize=100, MaxDepth=15, NumFeatures=4, NumBaggingIterations=90, BreakTiesRandomly=true}	9.41%	90.07%	90.59%	90.21%
{BatchSize=110, MaxDepth=15, NumFeatures=4, NumBaggingIterations=90, BreakTiesRandomly=true}	9.41%	90.07%	90.59%	90.21%
{BatchSize=120, MaxDepth=15, NumFeatures=4, NumBaggingIterations=90, BreakTiesRandomly=true}	9.41%	90.07%	90.59%	90.21%
{BatchSize=80, MaxDepth=15, NumFeatures=3, NumBaggingIterations=100, BreakTiesRandomly=true}	9.41%	90.05%	90.59%	90.19%
{BatchSize=90, MaxDepth=15, NumFeatures=3, NumBaggingIterations=100, BreakTiesRandomly=true}	9.41%	90.05%	90.59%	90.19%
{BatchSize=100, MaxDepth=15, NumFeatures=3, NumBaggingIterations=100, BreakTiesRandomly=true}	9.41%	90.05%	90.59%	90.19%
{BatchSize=110, MaxDepth=15, NumFeatures=3, NumBaggingIterations=100, BreakTiesRandomly=true}	9.41%	90.05%	90.59%	90.19%
{BatchSize=120, MaxDepth=15, NumFeatures=3, NumBaggingIterations=100, BreakTiesRandomly=true}	9.41%	90.05%	90.59%	90.19%
{BatchSize=80, MaxDepth=15, NumFeatures=2, NumBaggingIterations=90, BreakTiesRandomly=true}	9.42%	90.01%	90.58%	90.17%
{BatchSize=90, MaxDepth=15, NumFeatures=2, NumBaggingIterations=90, BreakTiesRandomly=true}	9.42%	90.01%	90.58%	90.17%
{BatchSize=100, MaxDepth=15, NumFeatures=2, NumBaggingIterations=90, BreakTiesRandomly=true}	9.42%	90.01%	90.58%	90.17%
{BatchSize=110, MaxDepth=15, NumFeatures=2, NumBaggingIterations=90, BreakTiesRandomly=true}	9.42%	90.01%	90.58%	90.17%
{BatchSize=120, MaxDepth=15, NumFeatures=2, NumBaggingIterations=90, BreakTiesRandomly=true}	9.42%	90.01%	90.58%	90.17%
{BatchSize=80, MaxDepth=15, NumFeatures=4, NumBaggingIterations=80, BreakTiesRandomly=true}	9.43%	90.04%	90.57%	90.19%
{BatchSize=90, MaxDepth=15, NumFeatures=4, NumBaggingIterations=80, BreakTiesRandomly=true}	9.43%	90.04%	90.57%	90.19%
{BatchSize=100, MaxDepth=15, NumFeatures=4, NumBaggingIterations=80, BreakTiesRandomly=true}	9.43%	90.04%	90.57%	90.19%
{BatchSize=110, MaxDepth=15, NumFeatures=4, NumBaggingIterations=80, BreakTiesRandomly=true}	9.43%	90.04%	90.57%	90.19%
{BatchSize=120, MaxDepth=15, NumFeatures=4, NumBaggingIterations=80, BreakTiesRandomly=true}	9.43%	90.04%	90.57%	90.19%
{BatchSize=80, MaxDepth=15, NumFeatures=3, NumBaggingIterations=120, BreakTiesRandomly=true}	9.43%	90.01%	90.57%	90.16%
{BatchSize=90, MaxDepth=15, NumFeatures=3, NumBaggingIterations=120, BreakTiesRandomly=true}	9.43%	90.01%	90.57%	90.16%
{BatchSize=100, MaxDepth=15, NumFeatures=3, NumBaggingIterations=120, BreakTiesRandomly=true}	9.43%	90.01%	90.57%	90.16%
{BatchSize=110, MaxDepth=15, NumFeatures=3, NumBaggingIterations=120, BreakTiesRandomly=true}	9.43%	90.01%	90.57%	90.16%
{BatchSize=120, MaxDepth=15, NumFeatures=3, NumBaggingIterations=120, BreakTiesRandomly=true}	9.43%	90.01%	90.57%	90.16%
{BatchSize=80, MaxDepth=15, NumFeatures=2, NumBaggingIterations=80, BreakTiesRandomly=true}	9.43%	90.00%	90.57%	90.16%
{BatchSize=90, MaxDepth=15, NumFeatures=2, NumBaggingIterations=80, BreakTiesRandomly=true}	9.43%	90.00%	90.57%	90.16%
{BatchSize=100, MaxDepth=15, NumFeatures=2, NumBaggingIterations=80, BreakTiesRandomly=true}	9.43%	90.00%	90.57%	90.16%
{BatchSize=110, MaxDepth=15, NumFeatures=2, NumBaggingIterations=80, BreakTiesRandomly=true}	9.43%	90.00%	90.57%	90.16%
{BatchSize=120, MaxDepth=15, NumFeatures=2, NumBaggingIterations=80, BreakTiesRandomly=true}	9.43%	90.00%	90.57%	90.16%
{BatchSize=80, MaxDepth=15, NumFeatures=5, NumBaggingIterations=80, BreakTiesRandomly=true}	9.44%	90.10%	90.56%	90.22%
{BatchSize=90, MaxDepth=15, NumFeatures=5, NumBaggingIterations=80, BreakTiesRandomly=true}	9.44%	90.10%	90.56%	90.22%
{BatchSize=100, MaxDepth=15, NumFeatures=5, NumBaggingIterations=80, BreakTiesRandomly=true}	9.44%	90.10%	90.56%	90.22%
{BatchSize=110, MaxDepth=15, NumFeatures=5, NumBaggingIterations=80, BreakTiesRandomly=true}	9.44%	90.10%	90.56%	90.22%
{BatchSize=120, MaxDepth=15, NumFeatures=5, NumBaggingIterations=80, BreakTiesRandomly=true}	9.44%	90.10%	90.56%	90.22%
{BatchSize=80, MaxDepth=15, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=true}	9.44%	90.06%	90.56%	90.19%
{BatchSize=90, MaxDepth=15, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=true}	9.44%	90.06%	90.56%	90.19%
{BatchSize=100, MaxDepth=15, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=true}	9.44%	90.06%	90.56%	90.19%
{BatchSize=110, MaxDepth=15, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=true}	9.44%	90.06%	90.56%	90.19%
{BatchSize=120, MaxDepth=15, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=true}	9.44%	90.06%	90.56%	90.19%
{BatchSize=80, MaxDepth=15, NumFeatures=2, NumBaggingIterations=110, BreakTiesRandomly=true}	9.44%	89.98%	90.56%	90.14%
{BatchSize=80, MaxDepth=15, NumFeatures=2, NumBaggingIterations=120, BreakTiesRandomly=true}	9.44%	89.98%	90.56%	90.14%
{BatchSize=90, MaxDepth=15, NumFeatures=2, NumBaggingIterations=110, BreakTiesRandomly=true}	9.44%	89.98%	90.56%	90.14%
{BatchSize=90, MaxDepth=15, NumFeatures=2, NumBaggingIterations=120, BreakTiesRandomly=true}	9.44%	89.98%	90.56%	90.14%
{BatchSize=100, MaxDepth=15, NumFeatures=2, NumBaggingIterations=110, BreakTiesRandomly=true}	9.44%	89.98%	90.56%	90.14%
{BatchSize=100, MaxDepth=15, NumFeatures=2, NumBaggingIterations=120, BreakTiesRandomly=true}	9.44%	89.98%	90.56%	90.14%
{BatchSize=110, MaxDepth=15, NumFeatures=2, NumBaggingIterations=110, BreakTiesRandomly=true}	9.44%	89.98%	90.56%	90.14%
{BatchSize=110, MaxDepth=15, NumFeatures=2, NumBaggingIterations=120, BreakTiesRandomly=true}	9.44%	89.98%	90.56%	90.14%
{BatchSize=120, MaxDepth=15, NumFeatures=2, NumBaggingIterations=110, BreakTiesRandomly=true}	9.44%	89.98%	90.56%	90.14%
{BatchSize=120, MaxDepth=15, NumFeatures=2, NumBaggingIterations=120, BreakTiesRandomly=true}	9.44%	89.98%	90.56%	90.14%
{BatchSize=80, MaxDepth=15, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=true}	9.45%	90.05%	90.55%	90.18%
{BatchSize=90, MaxDepth=15, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=true}	9.45%	90.05%	90.55%	90.18%
{BatchSize=100, MaxDepth=15, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=true}	9.45%	90.05%	90.55%	90.18%
{BatchSize=110, MaxDepth=15, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=true}	9.45%	90.05%	90.55%	90.18%
{BatchSize=120, MaxDepth=15, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=true}	9.45%	90.05%	90.55%	90.18%
{BatchSize=80, MaxDepth=15, NumFeatures=3, NumBaggingIterations=80, BreakTiesRandomly=false}	9.45%	90.00%	90.55%	90.16%
{BatchSize=90, MaxDepth=15, NumFeatures=3, NumBaggingIterations=80, BreakTiesRandomly=false}	9.45%	90.00%	90.55%	90.16%
{BatchSize=100, MaxDepth=15, NumFeatures=3, NumBaggingIterations=80, BreakTiesRandomly=false}	9.45%	90.00%	90.55%	90.16%
{BatchSize=110, MaxDepth=15, NumFeatures=3, NumBaggingIterations=80, BreakTiesRandomly=false}	9.45%	90.00%	90.55%	90.16%
{BatchSize=120, MaxDepth=15, NumFeatures=3, NumBaggingIterations=80, BreakTiesRandomly=false}	9.45%	90.00%	90.55%	90.16%
{BatchSize=80, MaxDepth=15, NumFeatures=2, NumBaggingIterations=100, BreakTiesRandomly=true}	9.45%	89.97%	90.55%	90.13%
{BatchSize=90, MaxDepth=15, NumFeatures=2, NumBaggingIterations=100, BreakTiesRandomly=true}	9.45%	89.97%	90.55%	90.13%
{BatchSize=100, MaxDepth=15, NumFeatures=2, NumBaggingIterations=100, BreakTiesRandomly=true}	9.45%	89.97%	90.55%	90.13%
{BatchSize=110, MaxDepth=15, NumFeatures=2, NumBaggingIterations=100, BreakTiesRandomly=true}	9.45%	89.97%	90.55%	90.13%
{BatchSize=120, MaxDepth=15, NumFeatures=2, NumBaggingIterations=100, BreakTiesRandomly=true}	9.45%	89.97%	90.55%	90.13%
{BatchSize=80, MaxDepth=15, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=false}	9.45%	89.95%	90.55%	90.11%
{BatchSize=80, MaxDepth=15, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=true}	9.45%	89.95%	90.55%	90.11%
{BatchSize=90, MaxDepth=15, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=false}	9.45%	89.95%	90.55%	90.11%
{BatchSize=90, MaxDepth=15, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=true}	9.45%	89.95%	90.55%	90.11%
{BatchSize=100, MaxDepth=15, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=false}	9.45%	89.95%	90.55%	90.11%
{BatchSize=100, MaxDepth=15, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=true}	9.45%	89.95%	90.55%	90.11%
{BatchSize=110, MaxDepth=15, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=false}	9.45%	89.95%	90.55%	90.11%
{BatchSize=110, MaxDepth=15, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=true}	9.45%	89.95%	90.55%	90.11%
{BatchSize=120, MaxDepth=15, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=false}	9.45%	89.95%	90.55%	90.11%
{BatchSize=120, MaxDepth=15, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=true}	9.45%	89.95%	90.55%	90.11%
{BatchSize=80, MaxDepth=15, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=true}	9.46%	90.09%	90.54%	90.20%
{BatchSize=90, MaxDepth=15, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=true}	9.46%	90.09%	90.54%	90.20%
{BatchSize=100, MaxDepth=15, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=true}	9.46%	90.09%	90.54%	90.20%
{BatchSize=110, MaxDepth=15, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=true}	9.46%	90.09%	90.54%	90.20%
{BatchSize=120, MaxDepth=15, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=true}	9.46%	90.09%	90.54%	90.20%
{BatchSize=80, MaxDepth=15, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=true}	9.46%	90.04%	90.54%	90.17%
{BatchSize=90, MaxDepth=15, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=true}	9.46%	90.04%	90.54%	90.17%
{BatchSize=100, MaxDepth=15, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=true}	9.46%	90.04%	90.54%	90.17%
{BatchSize=110, MaxDepth=15, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=true}	9.46%	90.04%	90.54%	90.17%
{BatchSize=120, MaxDepth=15, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=true}	9.46%	90.04%	90.54%	90.17%
{BatchSize=80, MaxDepth=15, NumFeatures=3, NumBaggingIterations=90, BreakTiesRandomly=false}	9.46%	89.99%	90.54%	90.14%
{BatchSize=90, MaxDepth=15, NumFeatures=3, NumBaggingIterations=90, BreakTiesRandomly=false}	9.46%	89.99%	90.54%	90.14%
{BatchSize=100, MaxDepth=15, NumFeatures=3, NumBaggingIterations=90, BreakTiesRandomly=false}	9.46%	89.99%	90.54%	90.14%
{BatchSize=110, MaxDepth=15, NumFeatures=3, NumBaggingIterations=90, BreakTiesRandomly=false}	9.46%	89.99%	90.54%	90.14%
{BatchSize=120, MaxDepth=15, NumFeatures=3, NumBaggingIterations=90, BreakTiesRandomly=false}	9.46%	89.99%	90.54%	90.14%
{BatchSize=80, MaxDepth=15, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=false}	9.46%	89.95%	90.54%	90.11%
{BatchSize=80, MaxDepth=15, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=true}	9.46%	89.95%	90.54%	90.11%
{BatchSize=80, MaxDepth=15, NumFeatures=2, NumBaggingIterations=90, BreakTiesRandomly=false}	9.46%	89.95%	90.54%	90.12%
{BatchSize=80, MaxDepth=15, NumFeatures=2, NumBaggingIterations=120, BreakTiesRandomly=false}	9.46%	89.95%	90.54%	90.11%
{BatchSize=90, MaxDepth=15, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=false}	9.46%	89.95%	90.54%	90.11%
{BatchSize=90, MaxDepth=15, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=true}	9.46%	89.95%	90.54%	90.11%
{BatchSize=90, MaxDepth=15, NumFeatures=2, NumBaggingIterations=90, BreakTiesRandomly=false}	9.46%	89.95%	90.54%	90.12%
{BatchSize=90, MaxDepth=15, NumFeatures=2, NumBaggingIterations=120, BreakTiesRandomly=false}	9.46%	89.95%	90.54%	90.11%
{BatchSize=100, MaxDepth=15, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=false}	9.46%	89.95%	90.54%	90.11%
{BatchSize=100, MaxDepth=15, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=true}	9.46%	89.95%	90.54%	90.11%
{BatchSize=100, MaxDepth=15, NumFeatures=2, NumBaggingIterations=90, BreakTiesRandomly=false}	9.46%	89.95%	90.54%	90.12%
{BatchSize=100, MaxDepth=15, NumFeatures=2, NumBaggingIterations=120, BreakTiesRandomly=false}	9.46%	89.95%	90.54%	90.11%
{BatchSize=110, MaxDepth=15, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=false}	9.46%	89.95%	90.54%	90.11%
{BatchSize=110, MaxDepth=15, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=true}	9.46%	89.95%	90.54%	90.11%
{BatchSize=110, MaxDepth=15, NumFeatures=2, NumBaggingIterations=90, BreakTiesRandomly=false}	9.46%	89.95%	90.54%	90.12%
{BatchSize=110, MaxDepth=15, NumFeatures=2, NumBaggingIterations=120, BreakTiesRandomly=false}	9.46%	89.95%	90.54%	90.11%
{BatchSize=120, MaxDepth=15, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=false}	9.46%	89.95%	90.54%	90.11%
{BatchSize=120, MaxDepth=15, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=true}	9.46%	89.95%	90.54%	90.11%
{BatchSize=120, MaxDepth=15, NumFeatures=2, NumBaggingIterations=90, BreakTiesRandomly=false}	9.46%	89.95%	90.54%	90.12%
{BatchSize=120, MaxDepth=15, NumFeatures=2, NumBaggingIterations=120, BreakTiesRandomly=false}	9.46%	89.95%	90.54%	90.11%
{BatchSize=80, MaxDepth=15, NumFeatures=2, NumBaggingIterations=110, BreakTiesRandomly=false}	9.46%	89.94%	90.54%	90.10%
{BatchSize=90, MaxDepth=15, NumFeatures=2, NumBaggingIterations=110, BreakTiesRandomly=false}	9.46%	89.94%	90.54%	90.10%
{BatchSize=100, MaxDepth=15, NumFeatures=2, NumBaggingIterations=110, BreakTiesRandomly=false}	9.46%	89.94%	90.54%	90.10%
{BatchSize=110, MaxDepth=15, NumFeatures=2, NumBaggingIterations=110, BreakTiesRandomly=false}	9.46%	89.94%	90.54%	90.10%
{BatchSize=120, MaxDepth=15, NumFeatures=2, NumBaggingIterations=110, BreakTiesRandomly=false}	9.46%	89.94%	90.54%	90.10%
{BatchSize=80, MaxDepth=15, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=false}	9.46%	89.92%	90.54%	90.09%
{BatchSize=80, MaxDepth=15, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=true}	9.46%	89.92%	90.54%	90.09%
{BatchSize=90, MaxDepth=15, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=false}	9.46%	89.92%	90.54%	90.09%
{BatchSize=90, MaxDepth=15, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=true}	9.46%	89.92%	90.54%	90.09%
{BatchSize=100, MaxDepth=15, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=false}	9.46%	89.92%	90.54%	90.09%
{BatchSize=100, MaxDepth=15, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=true}	9.46%	89.92%	90.54%	90.09%
{BatchSize=110, MaxDepth=15, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=false}	9.46%	89.92%	90.54%	90.09%
{BatchSize=110, MaxDepth=15, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=true}	9.46%	89.92%	90.54%	90.09%
{BatchSize=120, MaxDepth=15, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=false}	9.46%	89.92%	90.54%	90.09%
{BatchSize=120, MaxDepth=15, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=true}	9.46%	89.92%	90.54%	90.09%
{BatchSize=80, MaxDepth=15, NumFeatures=7, NumBaggingIterations=80, BreakTiesRandomly=true}	9.47%	90.13%	90.53%	90.23%
{BatchSize=90, MaxDepth=15, NumFeatures=7, NumBaggingIterations=80, BreakTiesRandomly=true}	9.47%	90.13%	90.53%	90.23%
{BatchSize=100, MaxDepth=15, NumFeatures=7, NumBaggingIterations=80, BreakTiesRandomly=true}	9.47%	90.13%	90.53%	90.23%
{BatchSize=110, MaxDepth=15, NumFeatures=7, NumBaggingIterations=80, BreakTiesRandomly=true}	9.47%	90.13%	90.53%	90.23%
{BatchSize=120, MaxDepth=15, NumFeatures=7, NumBaggingIterations=80, BreakTiesRandomly=true}	9.47%	90.13%	90.53%	90.23%
{BatchSize=80, MaxDepth=15, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=true}	9.47%	90.09%	90.53%	90.20%
{BatchSize=90, MaxDepth=15, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=true}	9.47%	90.09%	90.53%	90.20%
{BatchSize=100, MaxDepth=15, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=true}	9.47%	90.09%	90.53%	90.20%
{BatchSize=110, MaxDepth=15, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=true}	9.47%	90.09%	90.53%	90.20%
{BatchSize=120, MaxDepth=15, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=true}	9.47%	90.09%	90.53%	90.20%
{BatchSize=80, MaxDepth=15, NumFeatures=4, NumBaggingIterations=90, BreakTiesRandomly=false}	9.47%	90.03%	90.53%	90.17%
{BatchSize=90, MaxDepth=15, NumFeatures=4, NumBaggingIterations=90, BreakTiesRandomly=false}	9.47%	90.03%	90.53%	90.17%
{BatchSize=100, MaxDepth=15, NumFeatures=4, NumBaggingIterations=90, BreakTiesRandomly=false}	9.47%	90.03%	90.53%	90.17%
{BatchSize=110, MaxDepth=15, NumFeatures=4, NumBaggingIterations=90, BreakTiesRandomly=false}	9.47%	90.03%	90.53%	90.17%
{BatchSize=120, MaxDepth=15, NumFeatures=4, NumBaggingIterations=90, BreakTiesRandomly=false}	9.47%	90.03%	90.53%	90.17%
{BatchSize=80, MaxDepth=15, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=false}	9.47%	90.02%	90.53%	90.15%
{BatchSize=90, MaxDepth=15, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=false}	9.47%	90.02%	90.53%	90.15%
{BatchSize=100, MaxDepth=15, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=false}	9.47%	90.02%	90.53%	90.15%
{BatchSize=110, MaxDepth=15, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=false}	9.47%	90.02%	90.53%	90.15%
{BatchSize=120, MaxDepth=15, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=false}	9.47%	90.02%	90.53%	90.15%
{BatchSize=80, MaxDepth=15, NumFeatures=3, NumBaggingIterations=120, BreakTiesRandomly=false}	9.47%	89.98%	90.53%	90.13%
{BatchSize=90, MaxDepth=15, NumFeatures=3, NumBaggingIterations=120, BreakTiesRandomly=false}	9.47%	89.98%	90.53%	90.13%
{BatchSize=100, MaxDepth=15, NumFeatures=3, NumBaggingIterations=120, BreakTiesRandomly=false}	9.47%	89.98%	90.53%	90.13%
{BatchSize=110, MaxDepth=15, NumFeatures=3, NumBaggingIterations=120, BreakTiesRandomly=false}	9.47%	89.98%	90.53%	90.13%
{BatchSize=120, MaxDepth=15, NumFeatures=3, NumBaggingIterations=120, BreakTiesRandomly=false}	9.47%	89.98%	90.53%	90.13%
{BatchSize=80, MaxDepth=15, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=false}	9.47%	89.93%	90.53%	90.09%
{BatchSize=80, MaxDepth=15, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=true}	9.47%	89.93%	90.53%	90.09%
{BatchSize=80, MaxDepth=15, NumFeatures=2, NumBaggingIterations=100, BreakTiesRandomly=false}	9.47%	89.93%	90.53%	90.09%
{BatchSize=90, MaxDepth=15, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=false}	9.47%	89.93%	90.53%	90.09%
{BatchSize=90, MaxDepth=15, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=true}	9.47%	89.93%	90.53%	90.09%
{BatchSize=90, MaxDepth=15, NumFeatures=2, NumBaggingIterations=100, BreakTiesRandomly=false}	9.47%	89.93%	90.53%	90.09%
{BatchSize=100, MaxDepth=15, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=false}	9.47%	89.93%	90.53%	90.09%
{BatchSize=100, MaxDepth=15, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=true}	9.47%	89.93%	90.53%	90.09%
{BatchSize=100, MaxDepth=15, NumFeatures=2, NumBaggingIterations=100, BreakTiesRandomly=false}	9.47%	89.93%	90.53%	90.09%
{BatchSize=110, MaxDepth=15, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=false}	9.47%	89.93%	90.53%	90.09%
{BatchSize=110, MaxDepth=15, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=true}	9.47%	89.93%	90.53%	90.09%
{BatchSize=110, MaxDepth=15, NumFeatures=2, NumBaggingIterations=100, BreakTiesRandomly=false}	9.47%	89.93%	90.53%	90.09%
{BatchSize=120, MaxDepth=15, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=false}	9.47%	89.93%	90.53%	90.09%
{BatchSize=120, MaxDepth=15, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=true}	9.47%	89.93%	90.53%	90.09%
{BatchSize=120, MaxDepth=15, NumFeatures=2, NumBaggingIterations=100, BreakTiesRandomly=false}	9.47%	89.93%	90.53%	90.09%
{BatchSize=80, MaxDepth=15, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=false}	9.48%	90.00%	90.52%	90.14%
{BatchSize=90, MaxDepth=15, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=false}	9.48%	90.00%	90.52%	90.14%
{BatchSize=100, MaxDepth=15, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=false}	9.48%	90.00%	90.52%	90.14%
{BatchSize=110, MaxDepth=15, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=false}	9.48%	90.00%	90.52%	90.14%
{BatchSize=120, MaxDepth=15, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=false}	9.48%	90.00%	90.52%	90.14%
{BatchSize=80, MaxDepth=15, NumFeatures=3, NumBaggingIterations=110, BreakTiesRandomly=false}	9.48%	89.98%	90.52%	90.13%
