Configuration	ErrorRate	Precision	Recall	F-Measure
{BatchSize=110, MaxDepth=9, NumFeatures=11, NumBaggingIterations=120, BreakTiesRandomly=false}	11.31%	88.07%	88.69%	88.17%
{BatchSize=120, MaxDepth=9, NumFeatures=10, NumBaggingIterations=120, BreakTiesRandomly=false}	11.31%	88.07%	88.69%	88.17%
{BatchSize=120, MaxDepth=9, NumFeatures=11, NumBaggingIterations=120, BreakTiesRandomly=false}	11.31%	88.07%	88.69%	88.17%
{BatchSize=80, MaxDepth=9, NumFeatures=10, NumBaggingIterations=80, BreakTiesRandomly=false}	11.32%	88.04%	88.68%	88.15%
{BatchSize=80, MaxDepth=9, NumFeatures=11, NumBaggingIterations=80, BreakTiesRandomly=false}	11.32%	88.04%	88.68%	88.15%
{BatchSize=90, MaxDepth=9, NumFeatures=10, NumBaggingIterations=80, BreakTiesRandomly=false}	11.32%	88.04%	88.68%	88.15%
{BatchSize=90, MaxDepth=9, NumFeatures=11, NumBaggingIterations=80, BreakTiesRandomly=false}	11.32%	88.04%	88.68%	88.15%
{BatchSize=100, MaxDepth=9, NumFeatures=10, NumBaggingIterations=80, BreakTiesRandomly=false}	11.32%	88.04%	88.68%	88.15%
{BatchSize=100, MaxDepth=9, NumFeatures=11, NumBaggingIterations=80, BreakTiesRandomly=false}	11.32%	88.04%	88.68%	88.15%
{BatchSize=110, MaxDepth=9, NumFeatures=10, NumBaggingIterations=80, BreakTiesRandomly=false}	11.32%	88.04%	88.68%	88.15%
{BatchSize=110, MaxDepth=9, NumFeatures=11, NumBaggingIterations=80, BreakTiesRandomly=false}	11.32%	88.04%	88.68%	88.15%
{BatchSize=120, MaxDepth=9, NumFeatures=10, NumBaggingIterations=80, BreakTiesRandomly=false}	11.32%	88.04%	88.68%	88.15%
{BatchSize=120, MaxDepth=9, NumFeatures=11, NumBaggingIterations=80, BreakTiesRandomly=false}	11.32%	88.04%	88.68%	88.15%
{BatchSize=80, MaxDepth=9, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=false}	12.09%	86.62%	87.91%	86.63%
{BatchSize=80, MaxDepth=9, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=true}	12.09%	86.62%	87.91%	86.63%
{BatchSize=90, MaxDepth=9, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=false}	12.09%	86.62%	87.91%	86.63%
{BatchSize=90, MaxDepth=9, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=true}	12.09%	86.62%	87.91%	86.63%
{BatchSize=100, MaxDepth=9, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=false}	12.09%	86.62%	87.91%	86.63%
{BatchSize=100, MaxDepth=9, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=true}	12.09%	86.62%	87.91%	86.63%
{BatchSize=110, MaxDepth=9, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=false}	12.09%	86.62%	87.91%	86.63%
{BatchSize=110, MaxDepth=9, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=true}	12.09%	86.62%	87.91%	86.63%
{BatchSize=120, MaxDepth=9, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=false}	12.09%	86.62%	87.91%	86.63%
{BatchSize=120, MaxDepth=9, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=true}	12.09%	86.62%	87.91%	86.63%
{BatchSize=80, MaxDepth=9, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=false}	12.12%	86.51%	87.88%	86.58%
{BatchSize=80, MaxDepth=9, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=true}	12.12%	86.51%	87.88%	86.58%
{BatchSize=90, MaxDepth=9, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=false}	12.12%	86.51%	87.88%	86.58%
{BatchSize=90, MaxDepth=9, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=true}	12.12%	86.51%	87.88%	86.58%
{BatchSize=100, MaxDepth=9, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=false}	12.12%	86.51%	87.88%	86.58%
{BatchSize=100, MaxDepth=9, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=true}	12.12%	86.51%	87.88%	86.58%
{BatchSize=110, MaxDepth=9, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=false}	12.12%	86.51%	87.88%	86.58%
{BatchSize=110, MaxDepth=9, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=true}	12.12%	86.51%	87.88%	86.58%
{BatchSize=120, MaxDepth=9, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=false}	12.12%	86.51%	87.88%	86.58%
{BatchSize=120, MaxDepth=9, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=true}	12.12%	86.51%	87.88%	86.58%
{BatchSize=80, MaxDepth=9, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=false}	12.14%	86.45%	87.86%	86.55%
{BatchSize=80, MaxDepth=9, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=true}	12.14%	86.45%	87.86%	86.55%
{BatchSize=90, MaxDepth=9, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=false}	12.14%	86.45%	87.86%	86.55%
{BatchSize=90, MaxDepth=9, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=true}	12.14%	86.45%	87.86%	86.55%
{BatchSize=100, MaxDepth=9, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=false}	12.14%	86.45%	87.86%	86.55%
{BatchSize=100, MaxDepth=9, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=true}	12.14%	86.45%	87.86%	86.55%
{BatchSize=110, MaxDepth=9, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=false}	12.14%	86.45%	87.86%	86.55%
{BatchSize=110, MaxDepth=9, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=true}	12.14%	86.45%	87.86%	86.55%
{BatchSize=120, MaxDepth=9, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=false}	12.14%	86.45%	87.86%	86.55%
{BatchSize=120, MaxDepth=9, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=true}	12.14%	86.45%	87.86%	86.55%
{BatchSize=80, MaxDepth=9, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=false}	12.16%	86.43%	87.84%	86.53%
{BatchSize=80, MaxDepth=9, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=true}	12.16%	86.43%	87.84%	86.53%
{BatchSize=90, MaxDepth=9, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=false}	12.16%	86.43%	87.84%	86.53%
{BatchSize=90, MaxDepth=9, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=true}	12.16%	86.43%	87.84%	86.53%
{BatchSize=100, MaxDepth=9, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=false}	12.16%	86.43%	87.84%	86.53%
{BatchSize=100, MaxDepth=9, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=true}	12.16%	86.43%	87.84%	86.53%
{BatchSize=110, MaxDepth=9, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=false}	12.16%	86.43%	87.84%	86.53%
{BatchSize=110, MaxDepth=9, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=true}	12.16%	86.43%	87.84%	86.53%
{BatchSize=120, MaxDepth=9, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=false}	12.16%	86.43%	87.84%	86.53%
{BatchSize=120, MaxDepth=9, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=true}	12.16%	86.43%	87.84%	86.53%
{BatchSize=80, MaxDepth=9, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=false}	12.17%	86.46%	87.83%	86.54%
{BatchSize=80, MaxDepth=9, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=true}	12.17%	86.46%	87.83%	86.54%
{BatchSize=90, MaxDepth=9, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=false}	12.17%	86.46%	87.83%	86.54%
{BatchSize=90, MaxDepth=9, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=true}	12.17%	86.46%	87.83%	86.54%
{BatchSize=100, MaxDepth=9, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=false}	12.17%	86.46%	87.83%	86.54%
{BatchSize=100, MaxDepth=9, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=true}	12.17%	86.46%	87.83%	86.54%
{BatchSize=110, MaxDepth=9, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=false}	12.17%	86.46%	87.83%	86.54%
{BatchSize=110, MaxDepth=9, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=true}	12.17%	86.46%	87.83%	86.54%
{BatchSize=120, MaxDepth=9, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=false}	12.17%	86.46%	87.83%	86.54%
{BatchSize=120, MaxDepth=9, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=true}	12.17%	86.46%	87.83%	86.54%
{BatchSize=80, MaxDepth=7, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=true}	14.12%	84.29%	85.88%	84.14%
{BatchSize=90, MaxDepth=7, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=true}	14.12%	84.29%	85.88%	84.14%
{BatchSize=100, MaxDepth=7, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=true}	14.12%	84.29%	85.88%	84.14%
{BatchSize=110, MaxDepth=7, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=true}	14.12%	84.29%	85.88%	84.14%
{BatchSize=120, MaxDepth=7, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=true}	14.12%	84.29%	85.88%	84.14%
{BatchSize=80, MaxDepth=7, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=false}	14.15%	84.33%	85.85%	84.18%
{BatchSize=90, MaxDepth=7, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=false}	14.15%	84.33%	85.85%	84.18%
{BatchSize=100, MaxDepth=7, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=false}	14.15%	84.33%	85.85%	84.18%
{BatchSize=110, MaxDepth=7, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=false}	14.15%	84.33%	85.85%	84.18%
{BatchSize=120, MaxDepth=7, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=false}	14.15%	84.33%	85.85%	84.18%
{BatchSize=80, MaxDepth=7, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=true}	14.16%	84.37%	85.84%	84.16%
{BatchSize=90, MaxDepth=7, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=true}	14.16%	84.37%	85.84%	84.16%
{BatchSize=100, MaxDepth=7, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=true}	14.16%	84.37%	85.84%	84.16%
{BatchSize=110, MaxDepth=7, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=true}	14.16%	84.37%	85.84%	84.16%
{BatchSize=120, MaxDepth=7, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=true}	14.16%	84.37%	85.84%	84.16%
{BatchSize=80, MaxDepth=7, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=false}	14.16%	84.20%	85.84%	84.04%
{BatchSize=90, MaxDepth=7, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=false}	14.16%	84.20%	85.84%	84.04%
{BatchSize=100, MaxDepth=7, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=false}	14.16%	84.20%	85.84%	84.04%
{BatchSize=110, MaxDepth=7, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=false}	14.16%	84.20%	85.84%	84.04%
{BatchSize=120, MaxDepth=7, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=false}	14.16%	84.20%	85.84%	84.04%
{BatchSize=80, MaxDepth=7, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=true}	14.17%	84.40%	85.83%	84.15%
{BatchSize=90, MaxDepth=7, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=true}	14.17%	84.40%	85.83%	84.15%
{BatchSize=100, MaxDepth=7, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=true}	14.17%	84.40%	85.83%	84.15%
{BatchSize=110, MaxDepth=7, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=true}	14.17%	84.40%	85.83%	84.15%
{BatchSize=120, MaxDepth=7, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=true}	14.17%	84.40%	85.83%	84.15%
{BatchSize=80, MaxDepth=7, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=false}	14.17%	84.23%	85.83%	84.03%
{BatchSize=90, MaxDepth=7, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=false}	14.17%	84.23%	85.83%	84.03%
{BatchSize=100, MaxDepth=7, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=false}	14.17%	84.23%	85.83%	84.03%
{BatchSize=110, MaxDepth=7, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=false}	14.17%	84.23%	85.83%	84.03%
{BatchSize=120, MaxDepth=7, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=false}	14.17%	84.23%	85.83%	84.03%
{BatchSize=80, MaxDepth=7, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=true}	14.17%	84.20%	85.83%	84.08%
{BatchSize=90, MaxDepth=7, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=true}	14.17%	84.20%	85.83%	84.08%
{BatchSize=100, MaxDepth=7, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=true}	14.17%	84.20%	85.83%	84.08%
{BatchSize=110, MaxDepth=7, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=true}	14.17%	84.20%	85.83%	84.08%
{BatchSize=120, MaxDepth=7, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=true}	14.17%	84.20%	85.83%	84.08%
{BatchSize=80, MaxDepth=7, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=true}	14.18%	84.37%	85.82%	84.14%
{BatchSize=90, MaxDepth=7, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=true}	14.18%	84.37%	85.82%	84.14%
{BatchSize=100, MaxDepth=7, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=true}	14.18%	84.37%	85.82%	84.14%
{BatchSize=110, MaxDepth=7, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=true}	14.18%	84.37%	85.82%	84.14%
{BatchSize=120, MaxDepth=7, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=true}	14.18%	84.37%	85.82%	84.14%
{BatchSize=80, MaxDepth=7, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=true}	14.18%	84.30%	85.82%	84.14%
{BatchSize=90, MaxDepth=7, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=true}	14.18%	84.30%	85.82%	84.14%
{BatchSize=100, MaxDepth=7, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=true}	14.18%	84.30%	85.82%	84.14%
{BatchSize=110, MaxDepth=7, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=true}	14.18%	84.30%	85.82%	84.14%
{BatchSize=120, MaxDepth=7, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=true}	14.18%	84.30%	85.82%	84.14%
{BatchSize=80, MaxDepth=7, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=false}	14.18%	84.29%	85.82%	84.09%
{BatchSize=90, MaxDepth=7, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=false}	14.18%	84.29%	85.82%	84.09%
{BatchSize=100, MaxDepth=7, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=false}	14.18%	84.29%	85.82%	84.09%
{BatchSize=110, MaxDepth=7, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=false}	14.18%	84.29%	85.82%	84.09%
{BatchSize=120, MaxDepth=7, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=false}	14.18%	84.29%	85.82%	84.09%
{BatchSize=80, MaxDepth=7, NumFeatures=7, NumBaggingIterations=110, BreakTiesRandomly=true}	14.18%	84.24%	85.82%	84.19%
{BatchSize=90, MaxDepth=7, NumFeatures=7, NumBaggingIterations=110, BreakTiesRandomly=true}	14.18%	84.24%	85.82%	84.19%
{BatchSize=100, MaxDepth=7, NumFeatures=7, NumBaggingIterations=110, BreakTiesRandomly=true}	14.18%	84.24%	85.82%	84.19%
{BatchSize=110, MaxDepth=7, NumFeatures=7, NumBaggingIterations=110, BreakTiesRandomly=true}	14.18%	84.24%	85.82%	84.19%
{BatchSize=120, MaxDepth=7, NumFeatures=7, NumBaggingIterations=110, BreakTiesRandomly=true}	14.18%	84.24%	85.82%	84.19%
{BatchSize=80, MaxDepth=7, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=false}	14.18%	84.23%	85.82%	84.02%
{BatchSize=90, MaxDepth=7, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=false}	14.18%	84.23%	85.82%	84.02%
{BatchSize=100, MaxDepth=7, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=false}	14.18%	84.23%	85.82%	84.02%
{BatchSize=110, MaxDepth=7, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=false}	14.18%	84.23%	85.82%	84.02%
{BatchSize=120, MaxDepth=7, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=false}	14.18%	84.23%	85.82%	84.02%
{BatchSize=80, MaxDepth=7, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=false}	14.18%	84.21%	85.82%	84.09%
{BatchSize=90, MaxDepth=7, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=false}	14.18%	84.21%	85.82%	84.09%
{BatchSize=100, MaxDepth=7, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=false}	14.18%	84.21%	85.82%	84.09%
{BatchSize=110, MaxDepth=7, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=false}	14.18%	84.21%	85.82%	84.09%
{BatchSize=120, MaxDepth=7, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=false}	14.18%	84.21%	85.82%	84.09%
{BatchSize=80, MaxDepth=7, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=true}	14.18%	84.19%	85.82%	84.00%
{BatchSize=90, MaxDepth=7, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=true}	14.18%	84.19%	85.82%	84.00%
{BatchSize=100, MaxDepth=7, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=true}	14.18%	84.19%	85.82%	84.00%
{BatchSize=110, MaxDepth=7, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=true}	14.18%	84.19%	85.82%	84.00%
{BatchSize=120, MaxDepth=7, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=true}	14.18%	84.19%	85.82%	84.00%
{BatchSize=80, MaxDepth=7, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=false}	14.19%	84.25%	85.81%	84.12%
{BatchSize=90, MaxDepth=7, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=false}	14.19%	84.25%	85.81%	84.12%
{BatchSize=100, MaxDepth=7, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=false}	14.19%	84.25%	85.81%	84.12%
{BatchSize=110, MaxDepth=7, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=false}	14.19%	84.25%	85.81%	84.12%
{BatchSize=120, MaxDepth=7, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=false}	14.19%	84.25%	85.81%	84.12%
{BatchSize=80, MaxDepth=7, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=true}	14.19%	84.16%	85.81%	84.07%
{BatchSize=90, MaxDepth=7, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=true}	14.19%	84.16%	85.81%	84.07%
{BatchSize=100, MaxDepth=7, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=true}	14.19%	84.16%	85.81%	84.07%
{BatchSize=110, MaxDepth=7, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=true}	14.19%	84.16%	85.81%	84.07%
{BatchSize=120, MaxDepth=7, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=true}	14.19%	84.16%	85.81%	84.07%
{BatchSize=80, MaxDepth=7, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=false}	14.19%	84.15%	85.81%	84.07%
{BatchSize=90, MaxDepth=7, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=false}	14.19%	84.15%	85.81%	84.07%
{BatchSize=100, MaxDepth=7, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=false}	14.19%	84.15%	85.81%	84.07%
{BatchSize=110, MaxDepth=7, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=false}	14.19%	84.15%	85.81%	84.07%
{BatchSize=120, MaxDepth=7, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=false}	14.19%	84.15%	85.81%	84.07%
{BatchSize=80, MaxDepth=7, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=false}	14.20%	84.35%	85.80%	84.13%
{BatchSize=90, MaxDepth=7, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=false}	14.20%	84.35%	85.80%	84.13%
{BatchSize=100, MaxDepth=7, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=false}	14.20%	84.35%	85.80%	84.13%
{BatchSize=110, MaxDepth=7, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=false}	14.20%	84.35%	85.80%	84.13%
{BatchSize=120, MaxDepth=7, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=false}	14.20%	84.35%	85.80%	84.13%
{BatchSize=80, MaxDepth=7, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=true}	14.20%	84.33%	85.80%	84.12%
{BatchSize=90, MaxDepth=7, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=true}	14.20%	84.33%	85.80%	84.12%
{BatchSize=100, MaxDepth=7, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=true}	14.20%	84.33%	85.80%	84.12%
{BatchSize=110, MaxDepth=7, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=true}	14.20%	84.33%	85.80%	84.12%
{BatchSize=120, MaxDepth=7, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=true}	14.20%	84.33%	85.80%	84.12%
{BatchSize=80, MaxDepth=7, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=false}	14.20%	84.21%	85.80%	84.13%
{BatchSize=90, MaxDepth=7, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=false}	14.20%	84.21%	85.80%	84.13%
{BatchSize=100, MaxDepth=7, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=false}	14.20%	84.21%	85.80%	84.13%
{BatchSize=110, MaxDepth=7, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=false}	14.20%	84.21%	85.80%	84.13%
{BatchSize=120, MaxDepth=7, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=false}	14.20%	84.21%	85.80%	84.13%
{BatchSize=80, MaxDepth=7, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=true}	14.20%	84.15%	85.80%	83.99%
{BatchSize=90, MaxDepth=7, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=true}	14.20%	84.15%	85.80%	83.99%
{BatchSize=100, MaxDepth=7, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=true}	14.20%	84.15%	85.80%	83.99%
{BatchSize=110, MaxDepth=7, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=true}	14.20%	84.15%	85.80%	83.99%
{BatchSize=120, MaxDepth=7, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=true}	14.20%	84.15%	85.80%	83.99%
{BatchSize=80, MaxDepth=7, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=true}	14.21%	84.22%	85.79%	84.04%
{BatchSize=90, MaxDepth=7, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=true}	14.21%	84.22%	85.79%	84.04%
{BatchSize=100, MaxDepth=7, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=true}	14.21%	84.22%	85.79%	84.04%
{BatchSize=110, MaxDepth=7, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=true}	14.21%	84.22%	85.79%	84.04%
{BatchSize=120, MaxDepth=7, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=true}	14.21%	84.22%	85.79%	84.04%
{BatchSize=80, MaxDepth=7, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=true}	14.21%	84.18%	85.79%	83.98%
{BatchSize=90, MaxDepth=7, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=true}	14.21%	84.18%	85.79%	83.98%
{BatchSize=100, MaxDepth=7, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=true}	14.21%	84.18%	85.79%	83.98%
{BatchSize=110, MaxDepth=7, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=true}	14.21%	84.18%	85.79%	83.98%
{BatchSize=120, MaxDepth=7, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=true}	14.21%	84.18%	85.79%	83.98%
{BatchSize=80, MaxDepth=7, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=false}	14.22%	84.30%	85.78%	84.10%
{BatchSize=90, MaxDepth=7, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=false}	14.22%	84.30%	85.78%	84.10%
{BatchSize=100, MaxDepth=7, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=false}	14.22%	84.30%	85.78%	84.10%
{BatchSize=110, MaxDepth=7, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=false}	14.22%	84.30%	85.78%	84.10%
{BatchSize=120, MaxDepth=7, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=false}	14.22%	84.30%	85.78%	84.10%
{BatchSize=80, MaxDepth=7, NumFeatures=7, NumBaggingIterations=100, BreakTiesRandomly=true}	14.22%	84.28%	85.78%	84.15%
{BatchSize=90, MaxDepth=7, NumFeatures=7, NumBaggingIterations=100, BreakTiesRandomly=true}	14.22%	84.28%	85.78%	84.15%
{BatchSize=100, MaxDepth=7, NumFeatures=7, NumBaggingIterations=100, BreakTiesRandomly=true}	14.22%	84.28%	85.78%	84.15%
{BatchSize=110, MaxDepth=7, NumFeatures=7, NumBaggingIterations=100, BreakTiesRandomly=true}	14.22%	84.28%	85.78%	84.15%
{BatchSize=120, MaxDepth=7, NumFeatures=7, NumBaggingIterations=100, BreakTiesRandomly=true}	14.22%	84.28%	85.78%	84.15%
{BatchSize=80, MaxDepth=7, NumFeatures=7, NumBaggingIterations=120, BreakTiesRandomly=true}	14.22%	84.22%	85.78%	84.15%
{BatchSize=90, MaxDepth=7, NumFeatures=7, NumBaggingIterations=120, BreakTiesRandomly=true}	14.22%	84.22%	85.78%	84.15%
{BatchSize=100, MaxDepth=7, NumFeatures=7, NumBaggingIterations=120, BreakTiesRandomly=true}	14.22%	84.22%	85.78%	84.15%
