{BatchSize=80, MaxDepth=0, NumFeatures=0, NumBaggingIterations=80, BreakTiesRandomly=false}	61.53%	44.09%	44.47%	857.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=0, NumBaggingIterations=90, BreakTiesRandomly=false}	58.51%	43.43%	43.89%	869.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=0, NumBaggingIterations=80, BreakTiesRandomly=true}	60.49%	43.19%	44.05%	861.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=0, NumBaggingIterations=90, BreakTiesRandomly=true}	58.24%	43.10%	43.83%	872.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=0, NumBaggingIterations=100, BreakTiesRandomly=true}	58.89%	43.27%	44.11%	307.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=true}	59.56%	43.10%	43.84%	142.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=false}	59.56%	43.10%	43.84%	201.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=0, NumBaggingIterations=100, BreakTiesRandomly=false}	59.10%	43.51%	44.23%	224.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=true}	59.16%	42.69%	43.42%	128.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=0, NumBaggingIterations=110, BreakTiesRandomly=false}	58.60%	43.51%	43.97%	312.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=0, NumBaggingIterations=110, BreakTiesRandomly=true}	58.36%	42.94%	43.74%	317.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=0, NumBaggingIterations=120, BreakTiesRandomly=false}	59.33%	43.35%	44.25%	303.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=0, NumBaggingIterations=120, BreakTiesRandomly=true}	58.61%	42.94%	43.84%	305.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=2, NumBaggingIterations=80, BreakTiesRandomly=false}	57.40%	41.95%	41.77%	217.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=false}	59.15%	43.43%	43.66%	208.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=true}	58.88%	42.61%	43.28%	194.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=true}	58.89%	43.10%	43.42%	318.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=false}	58.88%	42.61%	43.28%	246.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=false}	58.89%	43.10%	43.42%	259.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=true}	59.15%	43.43%	43.66%	235.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=false}	59.16%	42.69%	43.42%	264.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=2, NumBaggingIterations=80, BreakTiesRandomly=true}	57.08%	41.79%	41.70%	334.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=2, NumBaggingIterations=100, BreakTiesRandomly=true}	61.37%	43.68%	44.06%	248.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=2, NumBaggingIterations=90, BreakTiesRandomly=true}	60.89%	43.19%	43.23%	261.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=3, NumBaggingIterations=80, BreakTiesRandomly=false}	59.68%	44.17%	43.85%	132.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=2, NumBaggingIterations=90, BreakTiesRandomly=false}	58.18%	43.19%	42.67%	319.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=2, NumBaggingIterations=100, BreakTiesRandomly=false}	61.63%	44.75%	44.97%	291.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=2, NumBaggingIterations=110, BreakTiesRandomly=true}	56.95%	42.53%	42.23%	177.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=2, NumBaggingIterations=120, BreakTiesRandomly=false}	58.85%	44.25%	44.01%	292.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=2, NumBaggingIterations=110, BreakTiesRandomly=false}	59.03%	44.01%	43.92%	334.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=3, NumBaggingIterations=90, BreakTiesRandomly=false}	60.91%	43.92%	43.84%	191.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=3, NumBaggingIterations=100, BreakTiesRandomly=false}	60.51%	43.84%	43.47%	186.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=3, NumBaggingIterations=80, BreakTiesRandomly=true}	58.71%	43.19%	43.46%	233.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=3, NumBaggingIterations=120, BreakTiesRandomly=false}	58.83%	43.60%	43.49%	237.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=3, NumBaggingIterations=90, BreakTiesRandomly=true}	58.36%	43.76%	43.85%	202.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=2, NumBaggingIterations=120, BreakTiesRandomly=true}	58.03%	43.27%	43.12%	180.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=3, NumBaggingIterations=110, BreakTiesRandomly=false}	59.01%	43.76%	43.55%	173.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=3, NumBaggingIterations=100, BreakTiesRandomly=true}	57.66%	43.92%	43.74%	150.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=4, NumBaggingIterations=80, BreakTiesRandomly=false}	61.53%	44.09%	44.47%	158.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=3, NumBaggingIterations=110, BreakTiesRandomly=true}	58.77%	44.17%	44.10%	198.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=false}	58.60%	43.51%	43.97%	247.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=3, NumBaggingIterations=120, BreakTiesRandomly=true}	57.51%	43.60%	43.47%	230.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=4, NumBaggingIterations=90, BreakTiesRandomly=true}	58.24%	43.10%	43.83%	224.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=false}	59.10%	43.51%	44.23%	222.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=true}	58.89%	43.27%	44.11%	197.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=4, NumBaggingIterations=90, BreakTiesRandomly=false}	58.51%	43.43%	43.89%	166.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=true}	58.36%	42.94%	43.74%	260.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=4, NumBaggingIterations=80, BreakTiesRandomly=true}	60.49%	43.19%	44.05%	147.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=true}	57.40%	42.86%	43.12%	176.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=false}	55.98%	43.35%	43.53%	272.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=false}	55.66%	44.09%	43.98%	175.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=false}	59.33%	43.35%	44.25%	266.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=false}	55.06%	43.10%	42.99%	178.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=true}	57.34%	42.69%	42.88%	216.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=true}	58.47%	43.35%	43.75%	164.00ms
{BatchSize=80, MaxDepth=0, NumFeatures=5, NumBaggingIterations=80, BreakTiesRandomly=false}	56.31%	43.84%	43.85%	212.00ms
