11.92%	87.43%	88.08%	87.57%	688.90ms
50.32%	25.42%	49.68%	33.40%	96.60ms
11.79%	87.75%	88.21%	87.85%	2567.40ms
19.20%	84.04%	80.80%	80.70%	5405.50ms
33.73%	67.92%	66.27%	65.80%	508.00ms
9.67%	89.89%	90.33%	90.01%	8494.20ms
39.32%	49.99%	60.68%	52.39%	15922.50ms
18.79%	80.17%	81.21%	80.13%	475365.00ms
