Resource URI	root.title	Graphics.GraphicType	Graphics.GraphicsManufacturer	Graphics.Graphicscard	Graphics.GraphicsMemory	KeySpecification.Processormanufacturer	Processor.ClockSpeed	Processor.ProcessorModel	Processor.ProcessorNumber	Storage.Harddrivecapacity	Memory.Memorytype	Memory.RAMMemory	root.price	Media.OpticalDrive	Operatingsystem.OperatingSystem	Warranty.ManufacturerWarranty	KeySpecification.Screensize	KeySpecification.Storage	DisplayandKeyboard.ScreenResolution	Battery.BatteryRunTime
http://www.debenhamsplus.com/laptops/p/1089264/hp-zbook-studio-g3-mobile-workstation-ultrabook-xeon-e3-1505mv5-2.8-ghz-windows-7-professional-64-bit-edition-windows-10-pro-64-bit-edition-downgrade-pre-installed_-win	hp zbook studio g3 intel xeon e3-1505mv5 32gb 512gb ssd 15.6 inch 4k windows 7 professional laptop	dedicated			2gb	intel	2.8ghz	xeon	1505mv5		ddr4 sdram	32gb	£659.97	no optical drive	windows 7 pro	3 year warranty	15.6in	512gb	3840 x 2160	
http://www.debenhamsplus.com/laptops/p/1163898/hp-zbook-15-g3-core-i7-6820hq-2.7ghz-16gb-256gb-ssd-15.6-inch-windows-7-professional-workstation-laptop	hp zbook 15 g3 core i7-6820hq 16gb 256gb ssd 15.6 inch windows 7 professional workstation laptop	integrated				intel	2.7ghz	intel core i7	6820hq			16gb	£2868	no optical drive	windows 7 pro	3 year warranty	15.6in	256gb		
http://www.debenhamsplus.com/laptops/p/1174593/asus-zenbook-ux310ua-core-i5-7200-8gb-256gb-ssd-13.3-inch-windows-10-laptop	asus zenbook ux310ua core i5-7200 8gb 256gb ssd 13.3 inch windows 10 laptop	integrated				intel	2.5ghz	intel core i5	7200		ddr4 sdram	8gb	£75.97	no optical drive	windows 10	1 year warranty	13.3in	256gb	3200 x 1800	
http://www.debenhamsplus.com/laptops/p/1192637/acer-travelmate-p648-m-core-i5-6200u-4gb-500gb-14-inch-windows-10-professional-laptop	acer travelmate p648-m core i5-6200u 4gb 500gb 14 inch windows 10 professional laptop	integrated				intel	2.3ghz	intel core i5	6200u	500gb	ddr4 sdram	4gb	£234.97	no optical drive	windows 10 pro	1 year warranty	14in	500gb	1366 x 768	8hours
http://www.debenhamsplus.com/laptops/p/1175663/hp-spectre-13-v105na-core-i7-7500u-8gb-512gb-ssd-13.3-inch-windows-10-laptop	hp spectre 13-v105na core i7-7500u 8gb 512gb ssd 13.3 inch windows 10 laptop	integrated		hd graphics		intel	2.7ghz	intel core i7	7500u			8gb	£121.97	no optical drive	windows 10	1 year warranty	13.3in	512gb		
http://www.debenhamsplus.com/laptops/p/1165688/acer-predator-g9-793-core-i7-6700hq-16gb-1tb-128gb-ssd-dvd-rw-geforce-gtx-1060-17.3-inch-windows-10	acer predator g9-793 core i7-6700hq 16gb 1tb 128gb ssd dvd-rw geforce gtx 1060 17.3 inch windows 10	dedicated	nvidia	geforce gtx 1060	6gb	intel	2.6	intel core i7	6700hq	1	ddr4 sdram	16gb	£394.99	dvd-rw	windows 10	1 year warranty	17.3in	128	1920 x 1080	5.5hours
http://www.debenhamsplus.com/laptops/p/1111417/apple-macbook-core-m5-1.ghz-8gb-51gb-1-inch-os-x-10.10-yosemite-laptop-in-gold-	apple macbook core m5 8gb 512gb 12 inch os x 10.12 sierra laptop in gold	integrated				intel	1.2ghz	core m5			lpddr3 sdram	8gb	£1425	no optical drive	os x 10.12 sierra	1 year warranty	12in	512gb	2304 x 1440	11hours
http://www.debenhamsplus.com/laptops/p/1168467/hp-elitebook-840-core-i5-6200u-8gb-256gb-ssd-14-inch-windows-10-professional-laptop	hp elitebook 840 core i5-6200u 8gb 256gb ssd 14 inch windows 10 professional laptop	integrated				intel	2.3ghz	intel core i5	6200u			8gb	£264.98	no optical drive	windows 10 pro	1 year warranty	14in	256gb		
http://www.debenhamsplus.com/laptops/p/1188615/lenovo-thinkpad-t470-core-i5-7200u-8gb-256gb-ssd-14-inch-windows-10-pro-laptop	lenovo thinkpad t470 core i5-7200u 8gb 256gb ssd 14 inch windows 10 pro laptop	integrated				intel	2.5ghz	intel core i5	i5-7200u		ddr4 sdram	8gb	£134.99	no optical drive	windows 10	3 year warranty	14in	256gb	1920 x 1080	13.9hours
http://www.debenhamsplus.com/laptops/p/1185846/lenovo-ideapad-300-core-i5-6200u-8gb-1tb-amd-radeon-r5-m330-windows-10-laptop	lenovo ideapad 300 core i5-6200u 8gb 1tb amd radeon r5 m330 windows 10 laptop	integrated	intel hd		2gb	intel	2.3	intel core i5	6200u	1	ddr3l sdram	8gb	£535	dvd-rw	windows 10 home	1 year warranty	17.3in	1	1600 x 900	4hours
http://www.debenhamsplus.com/laptops/p/1189915/linx-12v32-intel-atom-4gb-64gb-12.2-inch-windows-10-tablet-with-keyboard	linx 12v32 intel atom 4gb 64gb 12.2 inch windows 10 tablet with keyboard					intel		intel atom		64gb		4gb	£49.97		windows 10		12inch			
http://www.debenhamsplus.com/laptops/p/1160798/hp-omen-17-w196na-core-i5-6300hq-8gb-1tb-128gb-ssd-geforce-gtx-1060-6gb-17.3-inch-windows-10-gaming-laptop	hp omen 17-w196na core i5-6300hq 8gb 1tb + 128gb ssd geforce gtx 1060 17.3 inch windows 10 gaming l	dedicated	nvidia	geforce gtx 1060	6gb	intel	2.3ghz	intel core i5	6300hq	1tb	ddr4 sdram	8gb	£125.97	none	windows 10	1 year warranty	17.3in	1tb	1920 x 1080	7.42hours
http://www.debenhamsplus.com/laptops/p/1195164/fujitsu-lifebook-p727-core-i7-7600u-8gb-256gb-ssd-12.5-inch-windows-10-professional-laptop	fujitsu lifebook p727 core i7-7600u 8gb 256gb ssd 12.5 inch windows 10 professional laptop	integrated				intel	2.8ghz	intel core i7	7600u		ddr4 sdram	8gb	£230.97	no optical drive	windows 10 pro	2 year warranty	12.5in	256gb	1920 x 1080	10hours
http://www.debenhamsplus.com/laptops/p/1174983/pc-specialist-optimus-viii-bd15-core-i7-7700hq-8gb-1tb-128gb-ssd-geforce-gtx-1050ti-15.6-inch-window	pc specialist optimus viii bd15 core i7-7700hq 8gb 1tb 128gb ssd geforce gtx 1050ti 15.6 inch window	dedicated	nvidia	geforce gtx 1050ti		intel	2.8ghz	intel core i7	7700hq	1		8gb	£164.97		windows 10		15.6in	128gb		
http://www.debenhamsplus.com/laptops/p/1174998/pc-specialist-defiance-iii-bd17-s-core-i7-7700hq-24gb-1tb-256gb-ssd-geforce-gtx-1070-17.3-inch-windo	pc specialist defiance iii bd17 s core i7-7700hq 24gb 1tb 256gb ssd geforce gtx 1070 17.3 inch windo	dedicated	nvidia	geforce gtx 1070	8gb	intel	2.8ghz	intel core i7	7700hq	1tb		24gb	£317.97		windows10		17.3in	256gb		
http://www.debenhamsplus.com/laptops/p/1175010/pc-specialist-optimus-viii-bd15-core-i5-7300hq-8gb-1tb-128gb-ssd-geforce-gtx-1050-15.6-inch-window	pc specialist optimus viii bd15 core i5-7300hq 8gb 1tb + 128gb ssd geforce gtx 1050 15.6 inch window	dedicated	nvidia	geforce gtx 1050		intel	2.5ghz	intel core i5	7300hq	1tb		8gb	£124.97		windows 10		15.6in	1tb		
http://www.debenhamsplus.com/laptops/p/1175073/asus-bx510ux-core-i5-7200u-8gb-512gb-ssd-geforce-gtx-950m-15.6-inch-windows-10-professional-laptop	asus bx510ux core i5-7200u 8gb 512gb ssd geforce gtx 950m 15.6 inch windows 10 professional laptop	dedicated		geforce gtx 950m	2gb	intel	2.5ghz	intel core i5	7200u		ddr4 sdram	8gb	£127.97	no optical drive	windows 10 pro	3 year warranty	15.6in	512gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1170477/acer-travelmate-p459-m-core-i5-6200u-8gb-256gb-ssd-15-inch-windows-10-professional-laptop	acer travelmate p459-m core i5-6200u 8gb 256gb ssd 15 inch windows 10 professional laptop	integrated				intel	2.3ghz	intel core i5	6200u		ddr4 sdram	8gb	£209.97	no optical drive	windows 10 pro	1 year warranty	15in	256gb	1920 x 1080	8hours
http://www.debenhamsplus.com/laptops/p/1185180/asus-vivobook-core-i7-5500u-8gb-1tb-dvd-rw-15.6-inch-windows-10-laptop	asus vivobook core i7-5500u 8gb 1tb dvd-rw 15.6 inch windows 10 laptop	integrated				intel	2.4ghz	intel core i7	5500u	1tb	ddr3l sdram	8gb	£95.97	dvd-rw	windows 10	1 year warranty	15.6in	1tb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1164127/hp-255-g5-amd-a6-7310-2ghz-4gb-256gb-ssd-15.6-inch-windows-10-laptop	hp 255 g5 amd a6-7310 4gb 256gb ssd 15.6 inch windows 10 laptop	integrated				amd	2ghz	amd a6	7310			4gb	£19.97	no optical drive	windows 10	1 year warranty	15.6in	256gb		
http://www.debenhamsplus.com/laptops/p/1185408/asus-k501uq-core-i5-200u-8gb-1tb-geforce-940mx-15.6-inch-windows-10-laptop	asus k501uq core i5-200u 8gb 1tb geforce 940mx 15.6 inch windows 10 laptop	dedicated	nvidia	geforce 940mx	2gb	intel	2.3ghz	intel core i5	6200u	16gb	ddr4 sdram	8gb	£193.97	no optical drive	windows 10	1 year warranty	15.6in	16gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1072979/hp-zbook-15u-g3-mobile-workstation-core-i7-6500u-2.5-ghz-windows-7-professional-64-bit-edition-windows-10-pro-64-bit-edition-downgrade-pre-installed_-windows-7-8-gb-ram	hp zbook 15u g3 core i7-6500u 8gb 256gb ssd 15.6 inch windows 7 professional laptop	integrated				intel	2.5ghz	intel core i7	6500u		ddr4 sdram	8gb	£219.98	no optical drive	windows 7 pro	1 year warranty	15.6in	256gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1183744/hp-probook-640-g3-core-i3-7100u-4gb-500gb-14-inch-windows-10-professional-laptop	hp probook 640 g3 core i3-7100u 4gb 500gb 14 inch windows 10 professional laptop	integrated				intel	2.4ghz	intel core i3	7100u	500gb	ddr4 sdram	4gb	£183.97	dvd-rw	windows 10 pro	1 year warranty	14in	500gb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1186907/dell-xps-9560-core-i7-7700hq-32gb-1tb-ssd-geforce-gtx-1050-15.6-inch-windows-10-professional-touchscreen-gaming-laptop	dell xps 9560 core i7-7700hq 32gb 1tb ssd geforce gtx 1050 15.6 inch windows 10 professional touchscreen gaming laptop	dedicated	nvidia	geforce gtx 1050	4gb	intel	2.8	intel core i7	7700hq		ddr4 sdram	32gb	£244.97		windows 10 pro	1 year warranty	15.6in	1tb	3840 x 2160	
http://www.debenhamsplus.com/laptops/p/1185737/toshiba-portege-z30-c-1cw-core-i5-6200u-8gb-256gb-ssd-13.3-inch-windows-7-professional-laptop	toshiba portege z30-c-1cw core i5-6200u 8gb 256gb ssd 13.3 inch windows 7 professional laptop	integrated				intel	2.3ghz	intel core i5	6200u		ddr3l sdram	8gb	£163.97	no optical drive	windows 7 pro	1 year warranty	13.3in	256gb	1920 x 1080	14hours
http://www.debenhamsplus.com/laptops/p/1125126/asus-rog-g752vy-core-i7-6700hq-16gb-512gb-ssd-geforce-gtx-980m-17.3-inch-windows-10-gaming-laptop	asus rog g752vy core i7-6700hq 16gb 512gb ssd geforce gtx 980m 17.3 inch windows 10 gaming laptop wi	dedicated	nvidia	geforce gtx 980m	4gb	intel	2.6ghz	intel core i7	6700hq		ddr4 sdram	16gb	£114.97		windows 10	2 year warranty	17.3in	512gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1127121/hp-zbook-15-g3-core-i7-6700hq-2.6ghz-8gb-256gb-ssd-15.6-inch-windows-7-professional-workstation-laptop-	hp zbook 15 g3 core i7-6700hq 8gb 256gb ssd 15.6 inch windows 7 professional workstation laptop	dedicated			2gb	intel	2.6ghz	intel core i7	6700hq		ddr4 sdram	8gb	£314.97	no optical drive	windows 7 pro	3 year warranty	15.6in	256gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1145714/hp-elitebook-folio-g1-core-m5-6y54-1.1ghz-8gb-512gb-ssd-12.5-inch-4k-windows-10-professional-touchscreen-laptop	hp elitebook folio g1 core m5-6y54 8gb 512gb ssd 12.5 inch 4k ultra hd windows 10 professional touch	integrated				intel	1.1ghz	m5	6y54			8gb	£358.97	dvd-rw	windows 10 pro	1 year warranty	12.5in	512gb		
http://www.debenhamsplus.com/laptops/p/1174623/asus-k556uq-core-i7-7500-12gb-512gb-ssd-geforce-gtx-940m-dvd-rw-15.6-inch-windows-10-laptop	asus k556uq core i7-7500 12gb 512gb ssd geforce gtx 940m dvd-rw 15.6 inch windows 10 laptop	dedicated	nvidia	geforce gtx 940m		intel	2.7ghz	intel core i7	7500u		ddr4 sdram	12gb	£114.97	dvd-rw	windows 10	1 year warranty	15.6in	512gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1175077/asus-pro-advanced-core-i7-6500u-8gb-256gb-ssd-14-inch-windowns-10-professional-laptop	asus pro advanced core i7-6500u 8gb 256gb ssd 14 inch windowns 10 professional laptop	integrated				intel	2.5ghz	intel core i7	6500u		ddr4 sdram	8gb	£138.97	no optical drive	windows 10 pro	3 year warranty	14in	256gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1167883/hp-probook-470-g3-core-i7-6500u-8gb-256gb-ssd-dvd-rw-17.3-inch-windows-7-professional-laptop	hp probook 470 g3 core i7-6500u 8gb 256gb ssd dvd-rw 17.3 inch windows 7 professional laptop	integrated			2gb	intel	2.5ghz	intel core i7	6500u		ddr4 sdram	8gb	£150.97	dvd-rw	windows 7 pro	1 year warranty	17.3in	256gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1205910/new-apple-macbook-core-i5-1.3ghz-512gb-ssd-12-inch-laptop-rose-gold	new apple macbook core i5 1.3ghz 512gb ssd 12 inch laptop - rose gold	integrated				intel	1.3ghz	intel core i5			lpddr3 sdram	8gb	£1435	no optical drive	os x 10.12 sierra	1 year warranty	12in	512gb	2304 x 1440	12hours
http://www.debenhamsplus.com/laptops/p/1169328/lenovo-v110-15isk-80tl-core-i5-6200u-4gb-500gb-dvd-rw-15.6-inch-windows-10-notebook	lenovo v110-15isk 80tl core i5-6200u 4gb 500gb dvd-rw 15.6 inch windows 10 notebook	integrated				intel	2.3ghz	intel core i5	6200u	500gb	ddr4 sdram	4gb	£46.97	dvd-rw	windows 10	1 year warranty	15.6in	500gb	1366 x 768	5.5hours
http://www.debenhamsplus.com/laptops/p/1168462/hp-probook-450-g4-core-i5-7200u-4gb-256gb-ssd-dvd-rw-15.6-inch-windows-10-professional-laptop	hp probook 450 g4 core i5-7200u 4gb 256gb ssd dvd-rw 15.6 inch windows 10 professional laptop	integrated				intel	2.5ghz	intel core i5	7200u		ddr4 sdram	4gb	£157.97	dvd-rw	windows 10 pro	1 year warranty	15.6in	256gb	1366 x 768	14.25hours
http://www.debenhamsplus.com/laptops/p/1187624/asus-tranformer-mini-intel-atom-x5-78350-4gb-128gb-10.1-inch-touchscreen-windows-10-home-tablet-with-keyboard-dock	asus tranformer mini intel atom x5-78350 4gb 128gb 10.1 inch touchscreen windows 10 home tablet with keyboard dock					intel	1.44ghz	intel atom	x5-z8350	128gb	ddr3 sdram	4gb	£86.97	none	windows 10		10.1inch		1280 x 800	11hours
http://www.debenhamsplus.com/laptops/p/1160365/dell-precision-m7510-xeon-e3-1535mv5-16gb-1tb-256gb-ssd-15.6-inch-windows-7-professional-laptop	dell precision m7510 xeon e3-1535mv5 16gb 1tb 256gb ssd 15.6 inch windows 7 professional laptop	dedicated	nvidia		4gb	intel	2.9ghz	xeon	1535mv5	1tb	ddr4 sdram	16gb	£444.97	no optical drive	windows 7 pro	3 year warranty	15.6in	256gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1136055/acer-predator-gx-791-core-i7-6700hq-16gb-1tb-256gb-ssd-geforce-gtx-980-8gb-17.3-inch-windows-10-gaming-laptop	acer predator gx-791 core i7-6700hq 16gb 1tb+256gb ssd geforce gtx 980 17.3 inch windows 10 gaming l	dedicated	nvidia	geforce gtx 980	4	intel	2.6	intel core i7	6700hq	1	ddr4 sdram	16gb	£612.98		windows 10	1 year warranty	17.3in	256	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1163439/asus-zenbook-ux390ua-core-i5-7200u-8gb-512gb-ssd-12.5-inch-windows-10-laptop	asus zenbook ux390ua core i5-7200u 8gb 512gb ssd 12 inch windows 10 laptop	integrated				intel	2.5ghz	intel core i5	7200u		lpddr3 sdram	8gb	£249.97	no optical drive	windows 10	1 year warranty	12.5in	512gb	1920 x 1080	9hours
http://www.debenhamsplus.com/laptops/p/1166548/lenovo-thinkpad-x260-20f6-core-i7-6500u-8gb-256gb-ssd-12.5-inch-windows-7-professional-laptop	lenovo thinkpad x260 20f6 core i7-6500u 8gb 256gb ssd 12.5 inch windows 7 professional laptop	integrated				intel	2.5ghz	intel core i7	6500u		ddr4 sdram	8gb	£275.97	no optical drive	windows 7 pro	3 year warranty	12.5in	256gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1192864/hp-elitebook-820-g4-core-i7-7500u-8gb-256gb-ssd-12.5-inch-windows-10-professional-laptop	hp elitebook 820 g4 core i7-7500u 8gb 256gb ssd 12.5 inch windows 10 professional laptop	integrated				intel	2.7ghz	intel core i7	7500u		ddr4 sdram	8gb	£304.97	no optical drive	windows 10 pro	3 year warranty	12.5in	256gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1110258/new-apple-macbook-intel-core-m3-1.1ghz-8gb-56gb-1-inch-os-x-10.10-yosemite-laptop-in-space-grey	apple macbook intel core m3 8gb 256gb 12 inch os x 10.12 sierra laptop - space grey	integrated				intel	1.1ghz	core m3			lpddr3 sdram	8gb	£1055	no optical drive	os x 10.12 sierra	1 year warranty	12in	256gb	2304 x 1440	11hours
http://www.debenhamsplus.com/laptops/p/1189211/lenovo-thinkpad-13-core-i5-7200u-8gb-256gb-ssd-13.3-inch-windows-10-professional-laptop	lenovo thinkpad 13 core i5-7200u 8gb 256gb ssd 13.3 inch windows 10 professional laptop	integrated				intel	2.5ghz	intel core i5	7200u		ddr4 sdram	8gb	£99.97	no optical drive	windows 10 pro	1 year warranty	13.3in	256gb	1920 x 1080	14.56hours
http://www.debenhamsplus.com/laptops/p/1167306/msi-leopard-gp62-7rd-011uk-core-i7-7700hq-8gb-1tb128gb-ssd-geforce-gtx-1050-dvd-rw-15.6-inch-window	msi leopard gp62 7rd-011uk core i7-7700hq 8gb 1tb+128gb ssd geforce gtx 1050 dvd-rw 15.6 inch window	dedicated	nvidia	geforce gtx 1050	2gb	intel	2.8ghz	intel core i7	7700hq	1tb		8gb	£244.97	dvd-rw	windows 10	1 year warranty	15.6in	1tb		
http://www.debenhamsplus.com/laptops/p/1192622/acer-switch-sa5-271p-core-i7-6500u-8gb-256gb-ssd-12-inch-windows-10-professional-laptop	acer switch sa5-271p core i7-6500u 8gb 256gb ssd 12 inch windows 10 professional laptop	integrated				intel	2.5ghz	intel core i7	6500u		lpddr3 sdram	8gb	£154.97	no optical drive	windows 10 pro	1 year warranty	12in	256gb	2160 x 1440	
http://www.debenhamsplus.com/laptops/p/1199072/acer-travelmate-p459-g2-m-55xp-core-i5-7200u-8gb-256gb-ssd-15.6-inch-windows-10-professioal-laptop	acer travelmate p459-g2-m-55xp core i5-7200u 8gb 256gb ssd 15.6 inch windows 10 professioal laptop	integrated				intel		intel core i5	7200u		ddr4 sdram	8gb	£304.97	no optical drive	windows 10 pro	1 year warranty	15.6in	256gb	1366 x 768	8hours
http://www.debenhamsplus.com/laptops/p/1212512/acer-travelmate-p259-intel-core-i3-6100u-4gb-500gb-15.6-inch-windows-10-professional-laptop	acer travelmate p259 intel core i3-6100u 4gb 500gb 15.6 inch windows 10 professional laptop	integrated				intel		intel core i3	6100u	500gb		4gb	£35.97	no optical drive	windows 10 pro	1 year warranty	15.6in	500gb		
http://www.debenhamsplus.com/laptops/p/1041700/asus-rog-core-i7-6700hq-8gb-1tb-dvd-sm-nvidia-geforce-gtx960m-15.6-fhd-ips-windows-10-gaming-laptop-with-free-carry-bagheadsetgaming-mouse	asus rog core i7-6700hq 8gb 1tb + 256gb ssd dvd-sm nvidia geforce gtx960m 15.6 inch fhd windows 10 gaming laptop	dedicated		geforce gtx 960m	2gb	intel	2.6ghz	intel core i7	i7-6700hq	1tb	ddr4 sdram	8gb	£274.98	dvdrw (r dl) / dvd-ram	windows 10 home	2 year warranty	15.6in	1tb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1186564/dell-vostro-5568-core-i5-7200u-8gb-256gb-ssd-15.6-inch-windows-10-professional-laptop	dell vostro 5568 core i5-7200u 8gb 256gb ssd 15.6 inch windows 10 professional laptop	integrated				intel	3.1ghz	intel core i5	7200u		ddr4 sdram	8gb	£90.97	no optical drive	windows 10 pro	1 year warranty	15.6in	256gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1193176/acer-travelmate-p249-g2-m-58hd-core-i5-7200u-4gb-500gb-dvd-rw-14-inch-windows-10-professional-laptop	acer travelmate p249-g2-m-58hd core i5-7200u 4gb 500gb dvd-rw 14 inch windows 10 professional laptop	integrated				intel	2.5ghz	intel core i5	7200u	500gb	ddr4 sdram	4gb	£164.98	dvd-rw	windows 10 pro	1 year warranty	14in	500gb	1366 x 768	9hours
http://www.debenhamsplus.com/laptops/p/1192638/acer-switch-v-10-sw5-017-atom-x5-z8300-2gb-32gb-10.1-inch-windows-10-pro-touchscreen-2-in-1-laptop	acer switch v 10 sw5-017 atom x5-z8300 2gb 32gb 10.1 inch windows 10 pro touchscreen 2 in 1 laptop	integrated				intel		intel atom	z8300	32gb	ddr3l sdram	2gb	£32.97	no optical drive	windows 10 pro	1 year warranty	10.1in	32gb	1280 x 800	
http://www.debenhamsplus.com/laptops/p/1165684/acer-predator-g9-593-core-i5-6300hq-16gb-1tb-128gb-ssd-geforce-gtx-1070-dvd-rw-15.6-inch-windows-10	acer predator g9-593 core i5-6300hq 16gb 1tb 128gb ssd geforce gtx 1070 dvd-rw 15.6 inch windows 10	dedicated	nvidia	geforce gtx 1060	8gb	intel	2.3	intel core i5	6300hq	1	ddr4 sdram	16gb	£220.97	dvd-rw	windows 10	1 year warranty	15.6in	128	1920 x 1080	3hours
http://www.debenhamsplus.com/laptops/p/1118315/msi-gt72-6qe-265uk-dominator-pro-g-core-i7-6700hq-2.6-ghz-16gb-256gb-ssd-1tb-nvidia-geforce-980m-blu-ray-writer-windows-10-17.3-notebook	msi gt72 6qe 265uk dominator pro g core i7-6700hq 16gb 256gb ssd 1tb geforce 980m blu-ray 17.3 inch	dedicated	nvidia	geforce gtx 980m	4gb	intel	2.6ghz	intel core i7	6700hq	1tb		16gb	£1580	blu ray	windows 10	2 year warranty	17.3in	256gb		
http://www.debenhamsplus.com/laptops/p/1193168/acer-one-10-intel-atom-x5-z8300-2gb-32gb-10.1-inch-windows-10-convertible-laptop	acer one 10 intel atom x5-z8300 2gb 32gb 10.1 inch windows 10 convertible laptop	integrated				intel	1.44ghz	atom x5	z8300	32gb	ddr3l sdram	2gb	£24.97	no optical drive	windows 10	1 year warranty	10.1in	32gb	1280 x 800	
http://www.debenhamsplus.com/laptops/p/1179973/hp-elitebook-820-g4-core-i7-7500u-8gb-256gb-ssd-12.5-inch-windows-10-professional-laptop	hp elitebook 820 g4 core i7-7500u 8gb 256gb ssd 12.5 inch windows 10 professional laptop	integrated				intel	2.7ghz	intel core i7	7500u		ddr4 sdram	8gb	£413.98	no optical drive	windows 10 pro	3 year warranty	12.5in	256gb	1920 x 1080	14.75hours
http://www.debenhamsplus.com/laptops/p/1141288/lenovo-v110-15isk-80tl-core-i5-6200u-2.3ghz-4gb-128gb-ssd-dvd-rw-15.6-inch-windows-10-laptop	lenovo v110-15isk 80tl core i5-6200u 4gb 128gb ssd dvd-rw 15.6 inch windows 10 laptop	integrated				intel	2.3ghz	intel core i5	6200u		ddr4 sdram	4gb	£24.97	dvd-rw	windows 10	1 year warranty	15.6in	128gb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1199616/acer-chromebook-15-cb3-532-c1zk-intel-celeron-n3160-1.6ghz-4gb-32gb-ssd-15.6-inch-chrome-os-chromebook	acer chromebook 15 cb3-532-c1zk intel celeron n3160 1.6ghz 4gb 32gb ssd 15.6 inch chrome os chromebook	integrated				intel	1.6ghz	intel celeron	n3160		lpddr3 sdram	4gb	£43.97	no optical drive	chrome os	1 year warranty	15.6in	32gb	1920 x 1080	
