Resource URI|root.title|root.price|PackageContents.PackageContents|BatteryInformation.RemoteControllerBattery|MediaSupported.DecoderFormat|MediaSupported.Videoformat|MediaSupported.Audioformat|MediaSupported.Support5.1SurroundSoundOutput|General.Type|General.RAM|General.GPU|General.Brand|General.Model|General.Processor|General.CPU|General.Core|General.Color|General.RAMType|General.ROM|Custom.SSD|PowerRequirement.PowerInputVol|PowerRequirement.PowerAdapterOutput|PowerRequirement.PowerAdapterInput|PowerRequirement.PowerType|DimensionandWeight.Productweight|DimensionandWeight.Productsize(LxWxH)|ProductDetails.Antenna|ProductDetails.5GWiFi|ProductDetails.PowerComsumption|ProductDetails.PowerSupply|ProductDetails.Interface|ProductDetails.HDMIVersion|ProductDetails.Bluetooth|ProductDetails.RJ45PortSpeed|FirmwareInformation.WiFiChip|FirmwareInformation.SystemBit|General.MaximumExternalHardDrivesCapacity|General.System|ProductDetails.WIFI|ProductDetails.HDMIFunction
http://www.gearbest.com/tv-box-mini-pc/pp_572109.html|voyo v1 mini pc intel celeron n3450|$229.42|1 x voyo v1 mini pc, 1 x hdmi cable, 1 x power adapter, 1 x english manual |2 x aaa battery |h.263,h.264 |avs,h.263,h.264,mpeg,mpeg-1,mpeg2,mvc,rmvb,vc-1,wmv |ac-3,ape,dts,flac,mp3,ogg,wav,wma |yes |mini pc |4g |intel hd graphic |voyo |v1 ||intel celeron n3450 |quad core |blue,golden,rose gold |ddr3l |32g emmc + 128g ssd |||||external power adapter mode |0.4000 kg |12.00 x 12.00 x 2.80 cm / 4.72 x 4.72 x 1.1 inches ||yes |12w |charge adapter |3.5mm audio,dc power port,mini hdmi female,rj45,tf card,usb3.0 |1.4|unsupport |1000m |out-cell |64bit |2tb |windows 10.1 ||cec,hdcp,hec 
http://www.gearbest.com/tv-box-mini-pc/pp_390235.html|mini m8s ii 4k smart tv box android amlogic s905x quad core processor|$34.99|1 x mini m8s ii tv box, 1 x ir remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||h.264/avc,h.265,realvideo8/9/10 |1080p,4k,4k x 2k,avc,avi,dat,h.264,h.265,iso,mkv,mp4,mpeg-1,mpeg-4,mpeg1,mpeg2,mvc,wmv |aac,flac,mp3,mpeg,ogg,rm,wma |no |tv box |2g ram |mali-450 ||mini m8s ii |s905x |amlogic s905x |2.0ghz,quad core |black |ddr3 |8g rom ||5v |5v 2a |100-240v / 50-60hz |external power adapter mode |0.1520 kg |11.00 x 11.00 x 1.70 cm / 4.33 x 4.33 x 0.67 inches |no |no ||charge adapter |dc power port,hdmi,micro sd card slot,rj45,spdif,usb2.0 |2|bluetooth4.0 |||64bit |32gb |android 6.0 |802.11b/g/n |
http://www.gearbest.com/tv-box-mini-pc/pp_612221.html|minix neo u9 - h octa core tv box + minix a2 lite air mouse|$162.41|1 x minix neo u9 - h tv box, 1 x otg cable, 1 x power adapter, 1 x usb cable, 1 x hdmi cable, 1 x remote controller, 1 x antenna, 1 x minix a2 lite air mouse, 1 x usb receiver, 1 x english user manual |2 x aaa batteries |"""hd mpeg1/2/4,h.263,h.264,h.265 "|3gp,avi,flv,iso,m2ts,mkv,mov,mp4,mpeg,mpg,tp,ts,vob |aac,ape,ddp,dts,flac,mp3,ogg,wav,wma |yes |tv box |2g |arm mali-t820mp3 |minix |neo u9 - h |s905x |cortex a53 |octa core ||ddr3 |16g |||||external power adapter mode |0.2780 kg |12.70 x 12.70 x 2.20 cm / 5 x 5 x 0.87 inches |yes |yes ||charge adapter |3.5mm audio,ant-in,dc 5v,dc power port,hdmi,otg,rj45,spdif,tf card,usb2.0 |2|bluetooth 4.1 + edr |1000m ||64bit |64gb |android 6.0.1 ||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_401685.html|scishion v88 tv box player rockchip 3229 quad core|$23.99|1 x scishion v88 tv box, 1 x power charger adapter, 1 x hdmi cable, 1 x remote control, 1 x english manual |no |h.264,h.265 |4k,avi,dat,mkv,mov,mpeg,mpg,rm,vc-1,wmv |aac,flac,mp3,ogg,rm,wma |no |tv box |1g ram |mali-400 ||v88 ||rk3229 |1.5ghz,quad core |black |ddr3 |8g rom ||5v |5v 2a ||external power adapter mode |0.1430 kg |11.60 x 11.60 x 2.50 cm / 4.57 x 4.57 x 0.98 inches ||no |no |charge adapter |av,dc power port,hdmi,rj45,sd card slot,spdif,usb2.0 |2|unsupport |no |unknown |32bit |16gb|android 5.1 ||hdcp 
http://www.gearbest.com/tv-box-mini-pc/pp_595438.html|m9s mix smart tv android box|$72.79|1 x m9s mix tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||h.265 |4k x 2k,asf,avi,dat,flv,iso,mkv,mov,mpeg,mpg,rm,rmvb,ts,vob,wmv |aac,ac3,ape,dts,flac,hd,mp3,ogg,truehd,wma |yes |tv box |2g |arm mali-t820mp3 ||mix ||amlogic s912 |octa core |black |ddr3 |16g |||||external power adapter mode |0.3500 kg |10.00 x 10.00 x 3.50 cm / 3.94 x 3.94 x 1.38 inches ||yes |5v 2a |charge adapter |av,dc power port,hdmi,rj45,usb2.0 |1.4|bluetooth4.0 |max. 100m ||64bit |32gb |android 6.0 ||cec,hdcp 
http://www.gearbest.com/tv-box-mini-pc/pp_275098.html|minix neo u1 smart tv android box|$146.95|1 x minix neo u1 tv box, 1 x antenna, 1 x power adapter, 1 x usb cable, 1 x hdmi cable, 1 x otg cable, 1 x remote controller, 1 x air mouse, 1 x usb receiver, 1 x english manual for tv box, 1 x english manual for air mouse |||avc,avi,dat,divx,flv,h.264,h.265,hdmov,m4v,mkv,mov,mp4,mpeg,mpeg-1,mpeg2,mpeg4,mpg,pmp,rm,rmvb,tp,vob,wmv |aac,ac3,ape,flac,mp3,ogg,wma |yes |tv box |2g |mali-450 |minix |neo u1 ||amlogic s905 |quad core |black |ddr3 |16g |||||external power adapter mode |0.278 kg |12.70 x 12.70 x 2.20 cm / 5 x 5 x 0.87 inches |yes |yes ||charge adapter |3.5mm audio,dc power port,hdmi,lan,otg,spdif,tf card,usb2.0 |2|bluetooth 4.1 + edr |||64bit |500gb |android 5.1.1 |802.11 ac |
http://www.gearbest.com/tv-box-mini-pc/pp_654925.html|lake i home cloud tv box|$83.99|1 x lake i home cloud tv box, 1 x hdmi cable, 1 x power adapter ( dc12v 1.5a ), 1 x infrared remote control ||h.263,h.264,h.265,hd mpeg4 |4k |||tv box |2g ram |arm mali-t820mp3 |||realtek rtd1295 |arm cortex-a53 |quad core ||ddr4 |16g rom |||||external power adapter mode |0.2100 kg |13.20 x 12.40 x 2.70 cm / 5.2 x 4.88 x 1.06 inches ||||charge adapter |||||||128gb |android 6.0 ||
http://www.gearbest.com/tv-box-mini-pc/pp_636793.html|tx2 - r2 tv box rk3229|$29.69|1 x tx2 - r2 tv box, 1 x remote controller, 1 x charger adapter, 1 x hdmi cable |2 x 3v aaa battery ( not included ) |avs,h.264/avc,h.265/avc,hd avc/vc-1,hd mpeg1/2/4,realvideo8/9/10,xvid/divx3/4/5/6 |4k x 2k,avs,h.264,h.265,iso,mkv,mov,mp4,mpeg1,mpeg2,rm,vc-1,wmv |aac,ac3,ape,ddp,dts,flac,hd,mp3,oga,truehd,wav,wma ||tv box |2g |mali400mp2 ||tx2 - r2 |rk3229 |arm cortex-a7,rk3229 |1.5ghz ||ddr3 |16g |||5v 2a |100-240v / 50-60hz |external power adapter mode |0.1230 kg |10.50 x 10.50 x 1.00 cm / 4.13 x 4.13 x 0.39 inches ||||charge adapter |av,dc 5v,hdmi,lan,spdif,tf card,usb2.0 |2|bluetooth2.0 |||32bit |128gb |android 6.0 |802.11b/g/n |
http://www.gearbest.com/tv-box-mini-pc/pp_612219.html|minix neo u9 - h tv box + minix a3 air mouse|$152.99|1 x minix neo u9 - h tv box, 1 x otg cable, 1 x power adapter, 1 x usb cable, 1 x hdmi cable, 1 x remote controller, 1 x antenna, 1 x minix a3 air mouse, 1 x usb receiver, 1 x english user manual |2 x aaa batteries ( not included ) |"""hd mpeg1/2/4,h.263,h.264,h.265 "|3gp,avi,flv,iso,m2ts,mkv,mov,mp4,mpeg,tp,ts,vob |aac,ddp,dts,flac,oga,ogg,wav,wma ||tv box |2g ram |arm mali-t820mp3 |minix |neo u9 - h |amlogic s912-h |cortex a53 |octa core ||ddr3 |16g rom |||||external power adapter mode |0.2780 kg |12.70 x 12.70 x 2.20 cm / 5 x 5 x 0.87 inches ||yes ||charge adapter |3.5mm audio,av,dc 5v,dc power port,hdmi,otg,rj45,spdif,tf card,usb2.0 |2|bluetooth 4.1 + edr |||64bit |64gb |android 6.0.1 ||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_591548.html|mecool bb2 pro android 6.0 tv box 3gb ddr4 + 16gb|$73.99|1 x tv box, 1 x hdmi cable, 1 x remote control, 1 x power adaptor, 1 x english user manual, 1 x wifi antenna ||h.264,h.265,hd mpeg4 |asf,avi,avs,dat,flv,h.264,h.265,iso,mkv,mpeg,mpg,rm,rmvb,ts,vob,vp9 profile-2,wmv |aac,ape,ddp,flac,hd,mp3,ogg,truehd,wav,wma |no |tv box |3gb |arm mali-t820mp3 |mecool |bb2 pro |amlogic s912 |amlogic s912 |octa core ||ddr4 |16g |||||external power adapter mode |0.2060 kg |10.90 x 10.90 x 2.10 cm / 4.29 x 4.29 x 0.83 inches |yes |yes |8w |charge adapter |av,dc 5v,hdmi,rj45,spdif,tf card,usb2.0 |2|bluetooth4.0 |10/100m/1000m rgmii ||64bit |32gb |android 6.0 |802.11 b/g/n/ac |cec 
http://www.gearbest.com/tv-box-mini-pc/pp_600192.html|caidao t1 tv streaming box|$42.99|1 x caidao t1 tv box, 1 x ir remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual |2 x aaa battery ( not included ) |h.263,h.264,h.265,hd mpeg4 |1080p,4k,4k x 2k,avc,avi,dat,h.264,h.265,iso,mkv,mov,mpeg-1,mpeg-4,mpeg1,mpeg2,rm,vp9 profile-2,wmv |aac,ac3,ddp,dts,flac,mp3,ogg,rm,truehd,wav,wma |no |tv box |2g |mali-450 ||t1 ||amlogic s905x |quad core ||ddr3 |8g |||5v 2a ||external power adapter mode |0.250 kg |10.90 x 10.90 x 2.00 cm / 4.29 x 4.29 x 0.79 inches |no |no |5w |charge adapter |3.5mm audio,dc power port,hdmi,micro sd card slot,rj45,usb2.0 |2|unsupport |100m ||64bit |32gb ||802.11b/g/n |cec 
http://www.gearbest.com/tv-box-mini-pc/pp_629409.html|mecool ki pro tv box|$83.99|1 x mecool ki pro tv box, 1 x power adapter, 1 x hdmi cable, 1 x english user manual ||h.265 |asf,avi,dat,flv,iso,mkv,mpeg,mpg,rm,rmvb,ts,vob,wmv |aac,ape,ddp,flac,hd,mp3,ogg,truehd,wav,wma |yes |tv box |2g ram |mali-450 |mecool |ki pro |amlogic s905d |cortex a53 |1.5ghz,quad core ||ddr4 |16g rom |||||external power adapter mode |0.1630 kg |13.00 x 12.00 x 3.20 cm / 5.12 x 4.72 x 1.26 inches ||yes |8w |charge adapter |dc 5v,dc power port,hdtv in,lan,optical,tf card,usb2.0 ||bluetooth 4.1 |1000m ||64bit |32gb |android 6.0 ||
http://www.gearbest.com/tv-box-mini-pc/pp_609317.html|higole gole1 plus mini pc|$179.99|1 x higole gole1 plus mini pc, 1 x holder, 1 x hdmi cable, 1 x power adapter, 1 x english manual |no |h.263,h.264,hd mpeg4 |avc,avs,h.263,h.264,mjpeg,mpeg1,mpeg2,mpeg4,mvc,rmvb,wmv |aac,ac-3,ape,dts,flac,mp3,ogg,wav,wma |no |mini pc |4g ram |intel gen 8-lp |higole |gole1 plus |intel atom x5-z8350 |intel atom x5-z8350 |quad core ||lpddr3 |128g rom,64g rom |||||external power adapter mode |0.6600 kg |19.90 x 13.60 x 2.70 cm / 7.83 x 5.35 x 1.06 inches ||yes |7.5w - 15w |charge adapter |3.5mm audio,dc power port,hdmi,lan,micro sd card slot,usb2.0,usb3.0 |1.4|bluetooth4.0 |100m |no |64bit |128gb |windows 10 ||
http://www.gearbest.com/tv-box-mini-pc/pp_619404.html|mecool m8s pro tv box|$59.99|1 x mecool m8s pro android 7.1 tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual |2 x aaa batteries ( not included ) |h.265 |avi,rm,rmvb,ts,vob |aac,ape,ddp,flac,hd,mp3,ogg,truehd,wav,wma |yes |tv box |2g ram,3g ram |arm mali-t820mp3 |mecool |m8s pro |amlogic s912 |arm cortex-a53 |2.0ghz,octa core ||ddr4 |16g rom,32g rom |||||external power adapter mode |0.1100 kg |10.20 x 10.20 x 2.10 cm / 4.02 x 4.02 x 0.83 inches ||yes ||charge adapter |av,dc 5v,hdmi,lan,tf card,usb2.0 |2|bluetooth 4.1 ||qca9377 |64bit |32gb |||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_623819.html|a95x a2 amlogic s912 tv box|$84.72|1 x tv box, 1 x hdmi cable, 1 x remote control, 1 x english user manual ||h.263,h.264,h.265,hd mpeg4 |4k,asf,avi,dat,flv,iso,mkv,mov,mp4,mpg,rm,rmvb,ts,wmv |aac,ac3,ape,ddp,dts,flac,hd,mp3,ogg,truehd,wav,wma |yes |tv box |3gb |mali-820mp3 |a95x |a95x a2 |amlogic s912 |cortex a53 |2.0ghz,octa core ||ddr3 |32g |||||external power adapter mode |0.2680 kg |15.00 x 9.60 x 2.30 cm / 5.91 x 3.78 x 0.91 inches |no |yes |10w |charge adapter |av,dc power port,hdmi,rj45,usb2.0 |2|bluetooth4.0 |1000m |9377|64bit |128gb |android 6.0 |802.11 a/b/g/n/ac |cec 
http://www.gearbest.com/tv-box-mini-pc/pp_580663.html|khadas vim an open source tv box ap6255 802.11b / n / g / ac wifi|$54.99|1 x khadas vim tv box, 1 x usb-c cable |no |h.263,h.264,h.265,hd mpeg4 |avc,avi,dat,h.264,h.265,mkv,mpeg-4,real media,vp9 |aac,flac,mp3,ogg,rm,wma |yes |tv box |2g ram |mali-450 |khadas |vim ||amlogic s905x |quad core |transparent |ddr3 |16g rom |||||external power adapter mode |0.0700 kg |9.20 x 6.60 x 2.20 cm / 3.62 x 2.6 x 0.87 inches ||yes |1.4w |charge adapter,usb port |hdmi,lan,tf card,type-c,usb2.0 |2|support |100mbps |ap6255 |64bit |64gb |android 6.0,buildroot,openelec,ubuntu |802.11 b/g/n/ac |cec 
http://www.gearbest.com/tv-box-mini-pc/pp_372951.html|gole gole1 5 inch 720 x 1280 mini pc windows 10 / android 5.1|$109.13|1 x gole f1 5 inch mini pc, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||h.264,h.265 |mov,mpeg-1,mpeg-4,mpeg2,mpg,rm,rmvb,wmv |aac,flac,ogg,rm,wav,wma |no |mini pc |4g ram |gen 8 graphics ||gole1 ||intel cherry trail z8300 |1.84ghz,quad core |golden |lpddr3 |32g rom ||5v |5v 3a ||external power adapter mode |0.2000 kg |13.50 x 9.00 x 2.00 cm / 5.31 x 3.54 x 0.79 inches ||yes ||charge adapter |3.5mm audio,dc power port,ethernet,hdmi,micro usb,tf card,usb2.0,usb3.0 |2|bluetooth4.0 |||64bit ||android 5.1,windows 10 |802.11 b/g/n/ac |
http://www.gearbest.com/tv-box-mini-pc/pp_390233.html|mini m8s ii 4k smart tv box android amlogic s905x quad core processor|$34.99|1 x mini m8s ii tv box, 1 x ir remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||h.264/avc,h.265,realvideo8/9/10 |1080p,4k,4k x 2k,avc,avi,dat,h.264,h.265,iso,mkv,mp4,mpeg-1,mpeg-4,mpeg1,mpeg2,mvc,wmv |aac,flac,mp3,mpeg,ogg,rm,wma |no |tv box |2g |mali-450 ||mini m8s ii |s905x |amlogic s905x |2.0ghz,quad core |black |ddr3 |8g ||5v |5v 2a |100-240v / 50-60hz |external power adapter mode |0.1520 kg |11.00 x 11.00 x 1.70 cm / 4.33 x 4.33 x 0.67 inches |no |no ||charge adapter |dc power port,hdmi,micro sd card slot,rj45,spdif,usb2.0 |2|bluetooth4.0 |||64bit |32gb |android 6.0 |802.11b/g/n |
http://www.gearbest.com/tv-box-mini-pc/pp_608686.html|higole gole1 plus mini pc|$169.99|1 x higole gole1 plus mini pc, 1 x holder, 1 x hdmi cable, 1 x power adapter, 1 x english manual |no |h.263,h.264,hd mpeg4 |avc,avs,h.263,h.264,mjpeg,mpeg1,mpeg2,mpeg4,mvc,rmvb,wmv |aac,ac-3,ape,dts,flac,mp3,ogg,wav,wma |no |mini pc |4g ram |intel gen 8-lp |higole |gole1 plus |intel atom x5-z8350 |intel atom x5-z8350 |quad core ||lpddr3 |128g rom,64g rom |||||external power adapter mode |0.6600 kg |19.90 x 13.60 x 2.70 cm / 7.83 x 5.35 x 1.06 inches ||yes |7.5w - 15w |charge adapter |3.5mm audio,dc power port,hdmi,lan,micro sd card slot,usb2.0,usb3.0 |1.4|bluetooth4.0 |100m |no |64bit |128gb |windows 10 ||
http://www.gearbest.com/tv-box-mini-pc/pp_609346.html|yundoo y8 tv box|$117.99|1 x yundoo y8 tv box, 1 x power adapter, 1 x remote control, 1 x hdmi cable, 1 x english user manual |2 x aaa batteries |h.264,h.265,hd mpeg4 |asf,avi,dat,flv,iso,mov,mp4,mpeg,ts,wmv |aac,acc,afe,ape,ddp,dts,flac,hd,m4a,mka,mp3,mpeg,oga,ogg,rm,truehd,wav,wavmidi,wma |yes |tv box |4g ram |arm mali-t860mp4 |yundoo |y8 |rk3399 |arm cortex-a53,arm cortex-a72 |2.0ghz ||ddr3 |32g rom |||||external power adapter mode |0.2900 kg |11.60 x 11.60 x 2.35 cm / 4.57 x 4.57 x 0.93 inches ||yes ||charge adapter |dc 5v,hdmi,lan,optical,reset port,sd card slot,usb 3.1 type-c,usb2.0,usb3.0 ||bluetooth 4.1 + edr |||64bit ||android 6.0 ||
http://www.gearbest.com/tv-box-mini-pc/pp_608449.html|mecool kiii pro internet tv box|$115.99|1 x mecool kiii pro tv box, 1 x remote control, 1 x power adapter, 1 x english manual |2 x aa ( not included ) |h.265 |4k,asf,avi,dat,flv,iso,mkv,mov,mpeg,mpg,rm,rmvb,ts,vob,wmv |aac,ape,ddp,flac,hd,mp3,ogg,truehd,wav,wma ||tv box |3gb |arm mali-t820mp3 |mecool |kiii pro |amlogic s912 |amlogic s912 |octa core |black |ddr3 |16g |||12v 1a ||external power adapter mode |0.2600 kg |13.00 x 12.00 x 3.20 cm / 5.12 x 4.72 x 1.26 inches |||8w |charge adapter |av,dvb-s2,dvb-t2,hdmi,rj45,spdif,tf card,usb2.0 |2|bluetooth4.0 |1000m |bcm4335 |64bit |128gb |android 6.0 ||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_590117.html|scishion v99 star tv streaming box android|$48.99|1 x scishion v99 tv box, 1 x power charger adapter, 1 x hdmi cable, 1 x remote control, 1 x english user manual |2 x aaa battery (not included) |h.264,h.265,realvideo8/9/10 |4k x 2k,avi,dat,h.264,h.265,iso,mkv,mov,mpeg,rm,rv10,vc-1,wmv |aac,dts,flac,mp3,ogg,rm,wma |yes |tv box |2g ram |powervr sgx6110 |scishion |v99 ||cortex a53 |1.5ghz,octa core |black |ddr3 |16g rom |||5v 2a ||external power adapter mode |0.1350 kg |13.90 x 11.00 x 3.00 cm / 5.47 x 4.33 x 1.18 inches |yes |yes |10w |charge adapter |dc 5v,hdmi,rj45,spdif,tf card,usb2.0 |2|bluetooth4.0 |1000m |ap6255 |64bit |128gb |android 5.1 |802.11 a/b/g/n/ac |cec 
http://www.gearbest.com/tv-box-mini-pc/pp_333724.html|xiaomi mi tv box 3 enhanced|$93.13|1 x xiaomi mi tv box 3 enhanced, 1 x remote control, 1 x hdmi cable, 1 x charger adapter |aaa alkaline battery |"""hd mpeg1/2/4,h.264,h.265,xvid/divx4/5/6 "|3gp,avi,flv,m2ts,mkv,mov,mp4,mpeg,ts |aac,ape,flac,mp3,ogg |no |tv box |2g ram ||xiaomi |3 enhanced ||arm cortex-a53,arm cortex-a72 |2.0ghz |white |lpddr3 |8g rom |||||external power adapter mode |0.1900 kg |10.00 x 10.00 x 2.50 cm / 3.94 x 3.94 x 0.98 inches |yes |||built-in battery |hdmi,usb2.0 ||bluetooth 4.1 + edr |||64bit |500gb |android 5.1 ||
http://www.gearbest.com/tv-box-mini-pc/pp_436933.html|mecool bb2 tv box amlogic s912 octa core|$74.95|1 x mecool bb2 tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||"""hd mpeg1/2/4,h.265,hd avc/vc-1,realvideo8/9/10,rm/rmvb,xvid/divx3/4/5/6 "|1080p,4k x 2k,asf,avi,dat,flv,h.265,iso,mkv,mov,mpeg,mpg,rm,rmvb,ts,vob,vp9-10 profile-2,wmv |aac,ape,ddp,flac,hd,mp3,ogg,truehd,wav,wma |yes |tv box |2g |arm mali-t820mp3 |mecool |bb2 |amlogic s912 |amlogic s912 |2.0ghz |gun color |lpddr3 |16g |||||external power adapter mode |0.2300 kg |10.90 x 10.90 x 2.10 cm / 4.29 x 4.29 x 0.83 inches ||yes ||charge adapter |av,cvbs/l/r,dc power port,hdmi,optical,rj45,spdif,tf card,usb2.0 |2|bluetooth4.0 |||64bit |32gb |android 6.0 |802.11 a/b/g/n/ac |
http://www.gearbest.com/tv-box-mini-pc/pp_436944.html|yundoo y6 android box tv amlogic s905x quad core|$75.99|1 x yundoo y6 android tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x air fly mouse, 1 x english manual ||h.264,h.265,hd avc/vc-1,hd mpeg1/2/4,realvideo8/9/10,rm/rmvb,xvid/divx3/4/5/6 |4k,asf,avi,dat,flv,h.265,iso,mkv,mov,mp4,mpeg,mpg,rm,rmvb,ts,vp9,wmv |aac,ac3,ape,ddp,dts,flac,hd,mp3,ogg,truehd,wav,wma ||tv box |2g |mali-450 mp |yundoo |||amlogic s905x |2.0ghz |black ||32g rom |||||external power adapter mode |0.118 kg |9.40 x 9.20 x 1.70 cm / 3.7 x 3.62 x 0.67 inches ||yes ||charge adapter |av,dc power port,hdmi,rj45,spdif,tf card,usb2.0 ||bluetooth4.0 |||||android 6.0 |802.11b/g/n |
http://www.gearbest.com/tv-box-mini-pc/pp_443591.html|sunvell t95z plus tv box amlogic s912 octa core|$56.99|1 x sunvell t95z plus tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||"""hd mpeg1/2/4,h.264,h.264/avc,hd avc/vc-1,realvideo8/9/10,rm/rmvb,xvid/divx3/4/5/6 "|1080p,avi,avs,dat,h.265,iso,mkv,mov,mp4,mpeg,mpeg-1,mpeg-4,mpg,rm,vc-1,vp9-10 profile-2,wmv |aac,ac3,ape,ddp,dts,flac,mp3,ogg,truehd,wav,wma |no |tv box |2g ram,3g ram |arm mali-t820mp3 |sunvell |t95z plus |amlogic s912 |amlogic s912 |2.0ghz,octa core |black |ddr3 |16g rom,32g rom |||||external power adapter mode |0.2500 kg |13.00 x 13.00 x 3.00 cm / 5.12 x 5.12 x 1.18 inches ||yes ||charge adapter |av,dc power port,hdmi,optical,rj45,tf card,usb2.0 |2||||64bit |1tb |android 7.1 ||
http://www.gearbest.com/tv-box-mini-pc/pp_625312.html|z69 plus digital tv box|$81.21|1 x tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x user manual ||h.263,h.264,h.265,hd mpeg4 |asf,avi,dat,flv,iso,mkv,mov,mpeg,mpg,rm,rmvb,ts,vob,wmv |aac,ac3,ape,ddp,dts,flac,hd,mp3,ogg,truehd,wav,wma |yes |tv box |3g ram |arm mali-t820mp3 ||z69 plus |amlogic s912 |arm cortex-a53 |2.0ghz,octa core ||ddr3 |32g rom |||||external power adapter mode |0.2000 kg |10.70 x 10.80 x 2.40 cm / 4.21 x 4.25 x 0.94 inches |||3 - 7w |charge adapter |hdmi |2|bluetooth 4.1 |10 / 100m ||64bit ||android 6.0.1 ||
http://www.gearbest.com/tv-box-mini-pc/pp_615650.html|voyo v1 mini pc intel celeron n3450|$189.99|1 x voyo v1 mini pc, 1 x hdmi cable, 1 x power adapter, 1 x english manual |2 x aaa battery |h.263,h.264 |avs,h.263,h.264,mpeg,mpeg-1,mpeg2,mvc,rmvb,vc-1,wmv |ac-3,ape,dts,flac,mp3,ogg,wav,wma |yes |mini pc |4g |intel hd graphic |voyo |v1 ||intel celeron n3450 |quad core |blue,golden,rose gold |ddr3l |128g |||||external power adapter mode |0.4000 kg |12.00 x 12.00 x 2.70 cm / 4.72 x 4.72 x 1.06 inches ||yes |12w |charge adapter |3.5mm audio,dc power port,mini hdmi female,rj45,tf card,usb3.0 |1.4|unsupport |1000m |out-cell |64bit |2tb |windows 10.1 ||cec,hdcp,hec 
http://www.gearbest.com/tv-box-mini-pc/pp_615652.html|voyo v1 mini pc intel celeron n3450|$189.99|1 x voyo v1 mini pc, 1 x hdmi cable, 1 x power adapter, 1 x english manual |2 x aaa battery |h.263,h.264 |avs,h.263,h.264,mpeg,mpeg-1,mpeg2,mvc,rmvb,vc-1,wmv |ac-3,ape,dts,flac,mp3,ogg,wav,wma |yes |mini pc |4g |intel hd graphic |voyo |v1 ||intel celeron n3450 |quad core |blue,golden,rose gold |ddr3l |128g |||||external power adapter mode |0.4000 kg |12.00 x 12.00 x 2.70 cm / 4.72 x 4.72 x 1.06 inches ||yes |12w |charge adapter |3.5mm audio,dc power port,mini hdmi female,rj45,tf card,usb3.0 |1.4|unsupport |1000m |out-cell |64bit |2tb |windows 10.1 ||cec,hdcp,hec 
http://www.gearbest.com/tv-box-mini-pc/pp_275100.html|minix neo u1 android quad core tv box|$120.43|1 x minix neo u1 tv box, 1 x antenna, 1 x power adapter, 1 x usb cable, 1 x hdmi cable, 1 x otg cable, 1 x remote controller, 1 x air mouse, 1 x usb receiver, 1 x english manual for tv box, 1 x english manual for air mouse |||avc,avi,dat,divx,flv,h.264,h.265,hdmov,m4v,mkv,mov,mp4,mpeg,mpeg-1,mpeg2,mpeg4,mpg,pmp,rm,rmvb,tp,vob,wmv |aac,ac3,ape,flac,mp3,ogg,wma |yes |tv box |2g |mali-450 |minix |neo u1 ||amlogic s905 |quad core |black |ddr3 |16g |||||external power adapter mode |0.278 kg |12.70 x 12.70 x 2.20 cm / 5 x 5 x 0.87 inches |yes |yes ||charge adapter |3.5mm audio,dc power port,hdmi,lan,otg,spdif,tf card,usb2.0 |2|bluetooth 4.1 + edr |||64bit |500gb |android 5.1.1 |802.11 ac |
http://www.gearbest.com/tv-box-mini-pc/pp_401530.html|acemax g10x smart box tv amlogic s905x quad core|$56.23|1 x acemax g10x tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||h.265 |1080p,avs,h.264,h.265,mpeg-1,mpeg-4,mpeg2,vc-1,vp9 profile-2,wmv |aac,ac3,ape,dts,flac,m4a,mp3,ogg,wav,wma ||tv box |1g |mali-450 |acemax |g10x ||amlogic s905x |quad core |black |ddr3 |8g |||||external power adapter mode |0.1600 kg |11.00 x 11.00 x 2.00 cm / 4.33 x 4.33 x 0.79 inches ||||charge adapter |av,dc power port,hdmi,rj45,spdif,tf card,usb2.0 ||||||32gb |android 6.0 |802.11b/g/n |
